"original_taxa","accepted_wfo","wfo_taxonID","wfo_rank","wfo_authorship","wfo_family","wfo_genus","wfo_status","wfo_match"
"Delphinium halteratum","Delphinium halteratum","wfo-0000640165","species","Sm.","Ranunculaceae","Delphinium","Accepted","MATCH"
"Delphinium orientale","Delphinium ajacis","wfo-0000639671","species","L.","Ranunculaceae","Delphinium","Accepted","MATCH"
"Delphinium pubescens","Delphinium pubescens","wfo-0000640612","species","DC.","Ranunculaceae","Delphinium","Accepted","MATCH"
"Delphinium verdunense","Delphinium verdunense","wfo-0000640893","species","Balb.","Ranunculaceae","Delphinium","Accepted","MATCH"
"Deschampsia cespitosa","Deschampsia cespitosa","wfo-0000862467","species","(L.) P.Beauv.","Poaceae","Deschampsia","Accepted","MATCH"
"Deschampsia cespitosa cespitosa","Deschampsia cespitosa","wfo-0000862467","species","(L.) P.Beauv.","Poaceae","Deschampsia","Accepted","FUZZY"
"Descurainia sophia","Descurainia sophia","wfo-0000641996","species","(L.) Webb ex Prantl","Brassicaceae","Descurainia","Accepted","MATCH"
"Dianthus","Dianthus","wfo-4000011319","genus","L.","Caryophyllaceae","Dianthus","Accepted","MATCH"
"Dianthus armeria","Dianthus armeria","wfo-0000643086","species","L.","Caryophyllaceae","Dianthus","Accepted","MATCH"
"Dianthus carthusianorum","Dianthus carthusianorum","wfo-0000643249","species","L.","Caryophyllaceae","Dianthus","Accepted","MATCH"
"Dianthus carthusianorum carthusianorum","Dianthus carthusianorum","wfo-0000643249","species","L.","Caryophyllaceae","Dianthus","Accepted","FUZZY"
"Dianthus caryophyllus","Dianthus caryophyllus","wfo-0000643278","species","L.","Caryophyllaceae","Dianthus","Accepted","MATCH"
"Dianthus deltoides","Dianthus deltoides","wfo-0000643427","species","L.","Caryophyllaceae","Dianthus","Accepted","MATCH"
"Dichanthium ischaemum","Bothriochloa ischaemum","wfo-0000853799","species","(L.) Keng","Poaceae","Bothriochloa","Accepted","MATCH"
"Digitalis","Digitalis","wfo-4000011699","genus","Tourn. ex L.","Plantaginaceae","Digitalis","Accepted","MATCH"
"Digitalis grandiflora","Digitalis grandiflora","wfo-0000647308","species","Mill.","Plantaginaceae","Digitalis","Accepted","MATCH"
"Digitalis purpurea","Digitalis purpurea","wfo-0000647394","species","L.","Plantaginaceae","Digitalis","Accepted","MATCH"
"Digitaria","Digitaria","wfo-4000011700","genus","Haller","Poaceae","Digitaria","Accepted","MATCH"
"Digitaria ischaemum","Digitaria ischaemum","wfo-0000864055","species","(Schreb.) Muhl.","Poaceae","Digitaria","Accepted","MATCH"
"Digitaria sanguinalis","Digitaria sanguinalis","wfo-0000864353","species","(L.) Scop.","Poaceae","Digitaria","Accepted","MATCH"
"Dimorphotheca sinuata","Dimorphotheca sinuata","wfo-0000040105","species","DC.","Asteraceae","Dimorphotheca","Accepted","MATCH"
"Dioscorea communis","Dioscorea communis","wfo-0000389997","species","(L.) Caddick & Wilkin","Dioscoreaceae","Dioscorea","Accepted","MATCH"
"Diplotaxis","Diplotaxis","wfo-4000012047","genus","DC.","Brassicaceae","Diplotaxis","Accepted","MATCH"
"Diplotaxis erucoides","Diplotaxis erucoides","wfo-0000650432","species","(L.) DC.","Brassicaceae","Diplotaxis","Accepted","MATCH"
"Diplotaxis muralis","Diplotaxis muralis","wfo-0000650478","species","DC.","Brassicaceae","Diplotaxis","Accepted","MATCH"
"Diplotaxis tenuifolia","Diplotaxis tenuifolia","wfo-0000650524","species","(L.) DC.","Brassicaceae","Diplotaxis","Accepted","MATCH"
"Diplotaxis viminea","Diplotaxis viminea","wfo-0000650542","species","DC.","Brassicaceae","Diplotaxis","Accepted","MATCH"
"Diplotaxis virgata","Diplotaxis virgata","wfo-0000650546","species","(Cav.) DC.","Brassicaceae","Diplotaxis","Accepted","MATCH"
"Dipsacum fullonum","Dipsacus fullonum","wfo-0000651022","species","L.","Caprifoliaceae","Dipsacus","Accepted","FUZZY"
"Dipsacus","Dipsacus","wfo-4000012069","genus","L.","Caprifoliaceae","Dipsacus","Accepted","MATCH"
"Dipsacus fullonum","Dipsacus fullonum","wfo-0000651022","species","L.","Caprifoliaceae","Dipsacus","Accepted","MATCH"
"Dipsacus sativus","Dipsacus sativus","wfo-0000651056","species","(L.) Honck.","Caprifoliaceae","Dipsacus","Accepted","MATCH"
"Dittrichia graveolens","Dittrichia graveolens","wfo-0000003319","species","(L.) Greuter","Asteraceae","Dittrichia","Accepted","MATCH"
"Dittrichia viscosa","Dittrichia viscosa","wfo-0000059214","species","(L.) Greuter","Asteraceae","Dittrichia","Accepted","MATCH"
"Doricnium pethapillum","Lotus","wfo-4000022302","genus","L.","Fabaceae","Lotus","Accepted","FUZZY"
"Dorycnium hirsutum","Lotus hirsutus","wfo-0000212135","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Dorycnium pentaphyllum","Lotus dorycnium","wfo-0000209346","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Dorycnium rectum","Lotus rectus","wfo-0000212142","species","L.","Fabaceae","Lotus","Accepted","MATCH"
"Draba","Draba","wfo-4000012494","genus","L.","Brassicaceae","Draba","Accepted","MATCH"
"Draba verna","Draba verna","wfo-0000656282","species","L.","Brassicaceae","Draba","Accepted","MATCH"
"Draba verna verna","Draba verna","wfo-0000656282","species","L.","Brassicaceae","Draba","Accepted","FUZZY"
"Dryopteris","Dryopteris","wfo-4000012657","genus","Adans.","Dryopteridaceae","Dryopteris","Accepted","MATCH"
"Dryopteris filix-mas","Dryopteris filix-mas","wfo-0001109081","species","(L.) Schott","Dryopteridaceae","Dryopteris","Accepted","MATCH"
"Duchesnea indica","Potentilla indica","wfo-0000984000","species","(Andrews) Th.Wolf","Rosaceae","Potentilla","Accepted","MATCH"
"Dysphania ambrosioides","Dysphania ambrosioides","wfo-0000658867","species","(L.) Mosyakin & Clemants","Chenopodiaceae","Dysphania","Accepted","MATCH"
"Dysphania aristata","Teloxys aristata","wfo-0000407046","species","(L.) Moq.","Chenopodiaceae","Teloxys","Accepted","MATCH"
"Ecballium elaterium","Ecballium elaterium","wfo-0000659225","species","(L.) A.Rich.","Cucurbitaceae","Ecballium","Accepted","MATCH"
"Echinaria capitata","Echinaria capitata","wfo-0000865205","species","(L.) Desf.","Poaceae","Echinaria","Accepted","MATCH"
"Echinochloa","Echinochloa","wfo-4000012916","genus","P.Beauv.","Poaceae","Echinochloa","Accepted","MATCH"
"Echinochloa colona","Echinochloa colona","wfo-0000865220","species","(L.) Link","Poaceae","Echinochloa","Accepted","MATCH"
"Echinochloa colonum","Echinochloa colona","wfo-0000865220","species","(L.) Link","Poaceae","Echinochloa","Accepted","FUZZY"
"Echinochloa crus galli","Echinochloa crus-galli","wfo-0000865236","species","(L.) P.Beauv.","Poaceae","Echinochloa","Accepted","FUZZY"
"Echinochloa crus-galli","Echinochloa crus-galli","wfo-0000865236","species","(L.) P.Beauv.","Poaceae","Echinochloa","Accepted","MATCH"
"Echinochloa eruciformis","Moorochloa eruciformis","wfo-0000880563","species","(Sm.) Veldkamp","Poaceae","Moorochloa","Accepted","MATCH"
"Echinops ritro","Echinops ritro","wfo-0000016873","species","L.","Asteraceae","Echinops","Accepted","MATCH"
"Echium","Echium","wfo-4000012976","genus","L.","Boraginaceae","Echium","Accepted","MATCH"
"Echium arenarium","Echium arenarium","wfo-0000662682","species","Guss.","Boraginaceae","Echium","Accepted","MATCH"
"Echium asperrimum","Echium asperrimum","wfo-0000662689","species","Lam.","Boraginaceae","Echium","Accepted","MATCH"
"Echium italicum","Echium italicum","wfo-0000662857","species","L.","Boraginaceae","Echium","Accepted","MATCH"
"Echium plantagineum","Echium plantagineum","wfo-0000662991","species","L.","Boraginaceae","Echium","Accepted","MATCH"
"Echium vulgare","Echium vulgare","wfo-0000663145","species","L.","Boraginaceae","Echium","Accepted","MATCH"
"Elaeagnus angustifolia","Elaeagnus angustifolia","wfo-0000663664","species","L.","Elaeagnaceae","Elaeagnus","Accepted","MATCH"
"Eleocharis palustris","Eleocharis palustris","wfo-0000405590","species","(L.) Roem. & Schult.","Cyperaceae","Eleocharis","Accepted","MATCH"
"Eleusine indica","Eleusine indica","wfo-0000865718","species","(L.) Gaertn.","Poaceae","Eleusine","Accepted","MATCH"
"Elymus","Elymus","wfo-4000013270","genus","L.","Poaceae","Elymus","Accepted","MATCH"
"Elymus caninus","Elymus caninus","wfo-0000866095","species","(L.) L.","Poaceae","Elymus","Accepted","MATCH"
"Elymus elongatus","Thinopyrum elongatum","wfo-0000903616","species","(Host) D.R.Dewey","Poaceae","Thinopyrum","Accepted","MATCH"
"Elymus hispidus","Thinopyrum intermedium subsp. intermedium","wfo-0001427458","subspecies","","Poaceae","Thinopyrum","Accepted","MATCH"
"Elymus pungens","Elymus pungens","wfo-0000866622","species","(Pers.) Melderis","Poaceae","Elymus","Accepted","MATCH"
"Elymus repens","Elymus repens","wfo-0000866643","species","(L.) Gould","Poaceae","Elymus","Accepted","MATCH"
"Elymus trachycaulus","Elymus violaceus","wfo-0000866848","species","(Hornem.) J.Feilberg","Poaceae","Elymus","Accepted","MATCH"
"Elytrigia","Elymus","wfo-4000013270","genus","L.","Poaceae","Elymus","Accepted","MATCH"
"Elytrigia campestre","Elymus pungens subsp. campestris","wfo-0001364467","subspecies","(Godr. & Gren.) Melderis","Poaceae","Elymus","Accepted","FUZZY"
"Elytrigia campestris","Elymus pungens subsp. campestris","wfo-0001364467","subspecies","(Godr. & Gren.) Melderis","Poaceae","Elymus","Accepted","MATCH"
"Elytrigia campestris x repens","Elymus pungens subsp. campestris","wfo-0001364467","subspecies","(Godr. & Gren.) Melderis","Poaceae","Elymus","Accepted","FUZZY"
"Elytrigia intermedia","Thinopyrum intermedium","wfo-0000903619","species","(Host) Barkworth & D.R.Dewey","Poaceae","Thinopyrum","Accepted","MATCH"
"Elytrigia intermedia intermedia","Thinopyrum intermedium","wfo-0000903619","species","(Host) Barkworth & D.R.Dewey","Poaceae","Thinopyrum","Accepted","FUZZY"
"Elytrigia intermedia trichophora","Thinopyrum intermedium","wfo-0000903619","species","(Host) Barkworth & D.R.Dewey","Poaceae","Thinopyrum","Accepted","FUZZY"
"Elytrigia juncea","Thinopyrum junceum","wfo-0000903622","species","(L.) Á.Löve","Poaceae","Thinopyrum","Accepted","MATCH"
"Elytrigia repens","Elymus repens","wfo-0000866643","species","(L.) Gould","Poaceae","Elymus","Accepted","MATCH"
"Elytrigia repens repens","Elymus repens","wfo-0000866643","species","(L.) Gould","Poaceae","Elymus","Accepted","FUZZY"
"Ephippiger perforatus",NA,"",NA,NA,NA,NA,NA,"NOT FOUND"
"Epibolium angustifolium","Epilobium angustifolium","wfo-0000668750","species","L.","Onagraceae","Epilobium","Accepted","FUZZY"
"Epilobium","Epilobium","wfo-4000013609","genus","L.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium angustifolium","Epilobium angustifolium","wfo-0000668750","species","L.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium ciliatum","Epilobium ciliatum","wfo-0000668926","species","Raf.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium collinum","Epilobium collinum","wfo-0000668945","species","C.C.Gmel.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium dodonaei fleischeri","Epilobium dodonaei","wfo-0000669021","species","Vill.","Onagraceae","Epilobium","Accepted","FUZZY"
"Epilobium hirsutum","Epilobium hirsutum","wfo-0000669196","species","L.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium lanceolatum","Epilobium lanceolatum","wfo-0000669295","species","Sebast. & Mauri","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium montanum","Epilobium montanum","wfo-0000669421","species","L.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium obscurum","Epilobium obscurum","wfo-0000669496","species","Schreb.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium palustre","Epilobium palustre","wfo-0000669541","species","L.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium parviflorum","Epilobium parviflorum","wfo-0000669577","species","(Schreb.) Schreb.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium roseum","Epilobium roseum","wfo-0000669712","species","(Schreb.) Schreb.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium tetragonum","Epilobium tetragonum","wfo-0000669847","species","L.","Onagraceae","Epilobium","Accepted","MATCH"
"Epilobium tetragonum lamyi","Epilobium tetragonum","wfo-0000669847","species","L.","Onagraceae","Epilobium","Accepted","FUZZY"
"Epilobium tetragonum tetragonum","Epilobium tetragonum","wfo-0000669847","species","L.","Onagraceae","Epilobium","Accepted","FUZZY"
"Epilobium x intersitum","Epilobium × intersitum","wfo-0000669240","species","Hausskn.","Onagraceae","Epilobium","Accepted","FUZZY"
"Epipactis","Epipactis","wfo-4000013619","genus","Zinn","Orchidaceae","Epipactis","Accepted","MATCH"
"Epipactis helleborine","Epipactis helleborine","wfo-0000952061","species","(L.) Crantz","Orchidaceae","Epipactis","Accepted","MATCH"
"Equisetum","Equisetum","wfo-4000013663","genus","L.","Equisetaceae","Equisetum","Accepted","MATCH"
"Equisetum arvense","Equisetum arvense","wfo-0001108914","species","L.","Equisetaceae","Equisetum","Accepted","MATCH"
"Equisetum palustre","Equisetum palustre","wfo-0001108921","species","L.","Equisetaceae","Equisetum","Accepted","MATCH"
"Equisetum pratense","Equisetum pratense","wfo-0001108922","species","Ehrh.","Equisetaceae","Equisetum","Accepted","MATCH"
"Equisetum ramosissimum","Equisetum ramosissimum","wfo-0001107314","species","Desf.","Equisetaceae","Equisetum","Accepted","MATCH"
"Equisetum ramosissimum ramosissimum","Equisetum ramosissimum","wfo-0001107314","species","Desf.","Equisetaceae","Equisetum","Accepted","FUZZY"
"Equisetum sylvaticum","Equisetum sylvaticum","wfo-0001108924","species","L.","Equisetaceae","Equisetum","Accepted","MATCH"
"Equisetum telmateia","Equisetum telmateia","wfo-0001108925","species","Ehrh.","Equisetaceae","Equisetum","Accepted","MATCH"
"Eragrostis barrelieri","Eragrostis barrelieri","wfo-0000867414","species","Daveau","Poaceae","Eragrostis","Accepted","MATCH"
"Eragrostis cilianensis","Eragrostis cilianensis","wfo-0000867548","species","(All.) Vignolo ex Janch.","Poaceae","Eragrostis","Accepted","MATCH"
"Eragrostis minor","Eragrostis minor","wfo-0000868064","species","Host","Poaceae","Eragrostis","Accepted","MATCH"
"Eragrostis pilosa","Eragrostis pilosa","wfo-0000868222","species","(L.) P.Beauv.","Poaceae","Eragrostis","Accepted","MATCH"
"Erigeron","Erigeron","wfo-4000013785","genus","L.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron acer","Erigeron acer","wfo-0000014783","species","L.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron acris","Erigeron acris","wfo-0000085388","species","L.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron annuus","Erigeron annuus","wfo-0000075998","species","(L.) Desf.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron annuus annuus","Erigeron annuus f. annuus","wfo-0000113364","form","","Asteraceae","Erigeron","Unchecked","FUZZY"
"Erigeron annuus strigosus","Erigeron annuus","wfo-0000075998","species","(L.) Desf.","Asteraceae","Erigeron","Accepted","FUZZY"
"Erigeron bonariensis","Erigeron bonariensis","wfo-0000075344","species","L.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron canadensis","Erigeron canadensis","wfo-0000015917","species","L.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron canadensis x sumatrensis","Erigeron canadensis","wfo-0000015917","species","L.","Asteraceae","Erigeron","Accepted","FUZZY"
"Erigeron floribundus","Erigeron floribundus","wfo-0000021259","species","(Kunth) Sch.Bip.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron glabellus","Erigeron glabellus","wfo-0000022916","species","Nutt.","Asteraceae","Erigeron","Accepted","MATCH"
"Erigeron sumatrensis","Erigeron sumatrensis","wfo-0000087312","species","Retz.","Asteraceae","Erigeron","Accepted","MATCH"
"Erodium","Erodium","wfo-4000013926","genus","L'Hér.","Geraniaceae","Erodium","Accepted","MATCH"
"Erodium chium","Erodium chium","wfo-0000676788","species","Willd.","Geraniaceae","Erodium","Accepted","MATCH"
"Erodium ciconium","Erodium ciconium","wfo-0000676794","species","(L.) L'Hér.","Geraniaceae","Erodium","Accepted","MATCH"
"Erodium cicutarium","Erodium cicutarium","wfo-0000676799","species","(L.) L'Hér.","Geraniaceae","Erodium","Accepted","MATCH"
"Erodium cicutarium cicutarium","Erodium cicutarium","wfo-0000676799","species","(L.) L'Hér.","Geraniaceae","Erodium","Accepted","FUZZY"
"Erodium malacoides","Erodium malacoides","wfo-0000676957","species","(L.) L'Hér.","Geraniaceae","Erodium","Accepted","MATCH"
"Erodium moschatum","Erodium moschatum","wfo-0000676987","species","(Burm.f.) L'Hér.","Geraniaceae","Erodium","Accepted","MATCH"
"Erophila spathulata","Draba verna","wfo-0000656282","species","L.","Brassicaceae","Draba","Accepted","MATCH"
"Erophila verna","Draba verna","wfo-0000656282","species","L.","Brassicaceae","Draba","Accepted","MATCH"
"Erophila verna verna","Draba verna","wfo-0000656282","species","L.","Brassicaceae","Draba","Accepted","FUZZY"
"Eruca sativa","Eruca vesicaria subsp. sativa","wfo-0000677418","subspecies","(Mill.) Hegi","Brassicaceae","Eruca","Accepted","MATCH"
"Eruca vesicaria","Eruca vesicaria","wfo-0000677413","species","(L.) Cav.","Brassicaceae","Eruca","Accepted","MATCH"
"Erucastrum gallicum","Erucastrum gallicum","wfo-0000677501","species","(Willd.) O.E.Schulz","Brassicaceae","Erucastrum","Accepted","MATCH"
"Erucastrum nasturtiifolium","Erucastrum nasturtiifolium","wfo-0000677532","species","(Poir.) O.E.Schulz","Brassicaceae","Erucastrum","Accepted","MATCH"
"Ervilia articulata","Vicia articulata","wfo-0000212729","species","Hornem.","Fabaceae","Vicia","Accepted","MATCH"
"Ervilia hirsuta","Vicia hirsuta","wfo-0000212743","species","(L.) Gray","Fabaceae","Vicia","Accepted","MATCH"
"Ervilia sativa","Vicia ervilia","wfo-0000212738","species","(L.) Willd.","Fabaceae","Vicia","Accepted","MATCH"
"Ervum gracile","Vicia parviflora","wfo-0000186391","species","Cav.","Fabaceae","Vicia","Accepted","MATCH"
"Ervum pubescens","Vicia pubescens","wfo-0000212777","species","(DC.) Link","Fabaceae","Vicia","Accepted","MATCH"
"Ervum tetraspermum","Vicia pubescens","wfo-0000212777","species","(DC.) Link","Fabaceae","Vicia","Accepted","MATCH"
"Eryngium","Eryngium","wfo-4000013959","genus","L.","Apiaceae","Eryngium","Accepted","MATCH"
"Eryngium campestre","Eryngium campestre","wfo-0000677787","species","L.","Apiaceae","Eryngium","Accepted","MATCH"
"Eryngium maritimum","Eryngium maritimum","wfo-0000678057","species","L.","Apiaceae","Eryngium","Accepted","MATCH"
"Erysimum","Erysimum","wfo-4000013961","genus","L.","Brassicaceae","Erysimum","Accepted","MATCH"
"Erysimum cheiranthoides","Erysimum cheiranthoides","wfo-0000678580","species","L.","Brassicaceae","Erysimum","Accepted","MATCH"
"Erysimum cheiri","Erysimum × cheiri","wfo-0000678594","species","(L.) Crantz","Brassicaceae","Erysimum","Accepted","FUZZY"
