"accepted_taxa","original_taxa_Midolo2023","Disturbance.Frequency_Midolo2023","Disturbance.Frequency.herblayer_Midolo2023","Disturbance.Severity_Midolo2023","Disturbance.Severity.herblayer_Midolo2023","Grazing.Pressure_Midolo2023","Mowing.Frequency_Midolo2023","Soil.Disturbance_Midolo2023","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023"
"Bromus arvensis","Bromus arvensis",1.24148,1.85522,0.67728,0.6381,0.21928,0.68119,0.42815,"Bromus arvensis",7.3,NA,5.2,7.9,0.2,NA,"Bromus arvensis","2","Local non-specific dispersal",0.5524,2.30855555555555
"Bromus arvensis arvensis","Bromus arvensis",1.24148,1.85522,0.67728,0.6381,0.21928,0.68119,0.42815,"Bromus arvensis",7.3,NA,5.2,7.9,0.2,NA,"Bromus arvensis","2","Local non-specific dispersal",0.5524,2.30855555555555
"Bromus benekenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromopsis benekenii","2","Local non-specific dispersal",0.95,5.84089999999999
"Bromus catharticus","Ceratochloa cathartica",1.3741,1.68065,0.75625,0.74265,0.16765,0.92412,0.46515,"Ceratochloa cathartica_Festuca stricta",7.9,3.5,4,7.5,0.1,NA,"Ceratochloa cathartica","2","Local non-specific dispersal",0.5625,NA
"Bromus commutatus","Bromus commutatus",1.45984,1.98873,0.58473,0.56778,0.25787,0.82901,0.30247,"Bromus commutatus",7.3,3.9,4.1,7,0.2,6.4,"Bromus commutatus","2","Local non-specific dispersal",0.541,4.92595
"Bromus commutatus decipiens","Bromus commutatus",1.45984,1.98873,0.58473,0.56778,0.25787,0.82901,0.30247,"Bromus commutatus",7.3,3.9,4.1,7,0.2,6.4,"Bromus commutatus","2","Local non-specific dispersal",0.541,4.92595
"Bromus diandrus","Anisantha diandra",1.05246,1.76422,0.76583,0.70652,0.19729,0.54789,0.43521,"Anisantha diandra",7.8,3.2,NA,6.8,0.3,NA,"Anisantha diandra","6","Epizoochory",0.476333333333333,8.435
"Bromus erectus","Bromopsis erecta",0.87921,1.75393,0.51925,0.42909,0.28077,0.57646,0.17393,"Bromopsis erecta",8,3.1,2.9,7.9,0.2,5.3,"Bromopsis erecta_Bromopsis erecta subsp. gordjaginii","2","Local non-specific dispersal",0.575666666666667,4.89552478633333
"Bromus fasciculatus","Anisantha fasciculata",0.8465,1.72235,0.76137,0.50268,0.3529,0.13423,0.2821,"Anisantha fasciculata",8.5,2,3,7,1,11,"Anisantha fasciculata","6","Epizoochory",0.1705,NA
"Bromus grossus",NA,NA,NA,NA,NA,NA,NA,NA,"Bromus grossus",7,4.5,6,6.8,0,7.4,"Bromus grossus","2","Local non-specific dispersal",0.415,4.775
"Bromus hordeaceus","Bromus hordeaceus",1.75426,2.13166,0.55139,0.54271,0.27891,0.95232,0.39876,"Bromus hordeaceus",7.6,NA,NA,5.8,0.5,NA,"Bromus hordeaceus","2","Local non-specific dispersal",0.331,2.94181357142857
"Bromus hordeaceus hordeaceus","Bromus hordeaceus",1.75426,2.13166,0.55139,0.54271,0.27891,0.95232,0.39876,"Bromus hordeaceus",7.6,NA,NA,5.8,0.5,NA,"Bromus hordeaceus","2","Local non-specific dispersal",0.331,2.94181357142857
"Bromus hordeaceus thominei","Bromus hordeaceus",1.75426,2.13166,0.55139,0.54271,0.27891,0.95232,0.39876,"Bromus hordeaceus",7.6,NA,NA,5.8,0.5,NA,"Bromus hordeaceus","2","Local non-specific dispersal",0.331,2.94181357142857
"Bromus inermis","Bromopsis inermis",1.14609,1.72241,0.62246,0.57997,0.19707,0.72943,0.23017,"Bromopsis inermis",8,4.3,5.3,8,0.1,NA,"Bromopsis inermis","2","Local non-specific dispersal",0.905,3.7738
"Bromus japonicus","Bromus japonicus",1.27409,1.98055,0.64539,0.61318,0.28465,0.59086,0.38446,"Bromus japonicus",7.8,3.7,4.4,7.3,0,7.1,"Bromus japonicus","2","Local non-specific dispersal",0.431,2.5885
"Bromus lanceolatus","Bromus lanceolatus",1.82638,1.88606,0.75556,0.74043,0.26818,0.99724,0.33125,"Bromus lanceolatus",7.3,3,5.5,7,0,9,"Bromus lanceolatus","2","Local non-specific dispersal",0.5025,3.931
"Bromus lepidus",NA,NA,NA,NA,NA,NA,NA,NA,"Bromus lepidus",8,4,5,7,0,6.7,"Bromus lepidus","2","Local non-specific dispersal",0.4,2.8
"Bromus madritensis","Anisantha madritensis",1.03803,1.79858,0.79039,0.71888,0.24503,0.49684,0.40476,"Anisantha madritensis",7.8,2.8,6,7.3,0.3,NA,"Anisantha madritensis","6","Epizoochory",0.2548,2.56333333333333
"Bromus racemosus","Bromus racemosus",1.42532,2.07358,0.53794,0.51485,0.22683,1.06823,0.28272,"Bromus racemosus",6.8,NA,NA,5.4,0.1,NA,"Bromus racemosus","2","Local non-specific dispersal",0.56125,4.76175370366666
"Bromus ramosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromopsis ramosa","2","Local non-specific dispersal",1.0875,7.32133766236364
"Bromus rigidus","Anisantha rigida",1.08524,1.81579,0.69571,0.64135,0.20457,0.36398,0.43961,"Anisantha rigida",8.2,3,NA,7.3,0.4,NA,"Anisantha rigida","6","Epizoochory",0.5,10.32
"Bromus rubens","Anisantha rubens",1.2382,1.61332,0.73798,0.70361,0.27447,0.37178,0.37861,"Anisantha rubens",8.3,1.8,NA,7.3,1,9.2,"Anisantha rubens","6","Epizoochory",0.2405,1.6728333335
"Bromus secalinus","Bromus secalinus",2.0511,2.12451,0.85938,0.85888,0.11178,0.27676,0.82708,"Bromus secalinus",6.6,4.8,5.3,5.6,0,5.9,"Bromus secalinus","2","Local non-specific dispersal",0.684,9.1630125
"Bromus squarrosus","Bromus squarrosus",1.35671,1.89303,0.56662,0.54339,0.31644,0.43573,0.30015,"Bromus squarrosus",8.4,2.9,NA,7.6,0,7.7,"Bromus squarrosus","2","Local non-specific dispersal",0.3765,2.3225
"Bromus sterilis","Anisantha sterilis",0.77819,1.65322,0.72807,0.60894,0.19505,0.46078,0.41529,"Anisantha sterilis",7.3,3.9,6,6.7,0,6.3,"Anisantha sterilis","2","Local non-specific dispersal",0.474,8.2427
"Bromus tectorum","Anisantha tectorum",1.32855,1.91776,0.65962,0.63126,0.22617,0.50175,0.48246,"Anisantha tectorum",8.2,3.1,4.6,7.7,0,6.3,"Anisantha tectorum","2","Local non-specific dispersal",0.360416666666667,3.053382
"Bryonia","Bryonia alba_Bryonia cretica_Bryonia dioica",0.46636,1.43989,0.668396666666667,0.378866666666667,0.234383333333333,0.14334,0.190696666666667,"Bryonia alba_Bryonia cretica_Bryonia dioica",7.2,5.7,6.63333333333333,7.1,0,6.4,"Bryonia alba_Bryonia cretica_Bryonia dioica","6","Endozoochory",2.56,49.4260162744443
"Bryonia alba","Bryonia alba",0.45003,1.35282,0.68602,0.39438,0.2,0.23697,0.20118,"Bryonia alba",7,5.2,5.8,7.2,0,6.2,"Bryonia alba","6","Endozoochory",2.54,14.4752
"Bryonia cretica","Bryonia cretica",0.56,1.67457,0.73,0.46304,0.29101,0.12401,0.2382,"Bryonia cretica",7,6,7.5,6.5,0,NA,"Bryonia cretica","6","Endozoochory",2.75,22.4715
"Bryonia cretica dioica","Bryonia cretica",0.56,1.67457,0.73,0.46304,0.29101,0.12401,0.2382,"Bryonia cretica",7,6,7.5,6.5,0,NA,"Bryonia cretica","6","Endozoochory",2.75,22.4715
"Bryonia dioica","Bryonia dioica",0.38905,1.29228,0.58917,0.27918,0.21214,0.06904,0.13271,"Bryonia dioica",7.6,5.9,6.6,7.6,0,6.6,"Bryonia dioica","6","Endozoochory",2.39,111.331348823333
"Buglossoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buglossoides arvensis","3","Myrmecochory",0.283833333333333,5.25647083333333
"Buglossoides arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buglossoides arvensis","3","Myrmecochory",0.283833333333333,5.25647083333333
"Bunias erucago","Bunias erucago",1.6259,2.19358,0.81345,0.79661,0.24269,0.62463,0.52921,"Bunias erucago",8.2,3.6,6,7.3,0,NA,"Bunias erucago","2","Local non-specific dispersal",0.411,33.34
"Bunias orientalis","Bunias orientalis",1.40384,1.71501,0.67359,0.65608,0.15219,1.06278,0.32925,"Bunias orientalis",7.1,4.7,5.6,7.6,0.2,5.8,"Bunias orientalis","2","Local non-specific dispersal",0.715333333333333,25.4605333333333
"Bunium","Bunium bulbocastanum",0.64299,1.67125,0.56994,0.42053,0.26588,0.32417,0.24173,"Bunium bulbocastanum_Bunium pachypodum",7.1,4.1,5.2,8.4,0,7.5,"Bunium bulbocastanum_Bunium pachypodum","2","Local non-specific dispersal",0.464166666666667,1.3985
"Bunium bulbocastanum","Bunium bulbocastanum",0.64299,1.67125,0.56994,0.42053,0.26588,0.32417,0.24173,"Bunium bulbocastanum",7.2,4.2,4.4,8.8,0,7,"Bunium bulbocastanum","2","Local non-specific dispersal",0.464166666666667,1.3985
"Bunium pachypodum",NA,NA,NA,NA,NA,NA,NA,NA,"Bunium pachypodum",7,4,6,8,0,8,"Bunium pachypodum","","Local non-specific dispersal",NA,NA
"Buphthalmum salicifolium","Buphthalmum salicifolium",0.35063,1.30681,0.55976,0.28172,0.23369,0.21376,0.11584,"Buphthalmum salicifolium",7.6,4,3,8.2,0,5.3,"Buphthalmum salicifolium","2","Local non-specific dispersal",0.425,0.624977666666666
"Bupleurum rotundifolium","Bupleurum rotundifolium",1.12851,1.82506,0.79924,0.75538,0.15891,0.39359,0.69015,"Bupleurum rotundifolium",7.9,3.5,4.2,8.8,0,6.8,"Bupleurum rotundifolium","2","Local non-specific dispersal",0.398,2.905375
"Bupleurum subovatum",NA,NA,NA,NA,NA,NA,NA,NA,"Bupleurum subovatum",7,4,5.7,8.5,0,NA,"Bupleurum subovatum","1","Local non-specific dispersal",0.285,9.9
"Bupleurum tenuissimum","Bupleurum tenuissimum",1.6613,1.92815,0.45,0.44308,0.48485,0.29056,0.23,"Bupleurum tenuissimum",8.9,6.2,3.7,7.7,4.3,6.8,"Bupleurum tenuissimum","2","Local non-specific dispersal",0.377666666666667,1.18055
"Cakile maritima","Cakile maritima",1.99219,2.03267,0.55937,0.5572,0.11527,0.03953,0.76657,"Cakile maritima",8.8,5.7,7.8,7.7,4.9,NA,"Cakile maritima","1","Local non-specific dispersal",0.248888888888889,21.9248333333333
"Calamagrostis","Calamagrostis canescens_Calamagrostis epigejos",0.575345,1.40778,0.51191,0.31543,0.178445,0.249865,0.174675,"Calamagrostis canescens_Calamagrostis epigejos",6.8,7.45,5.65,6,0.2,4.9,"Calamagrostis canescens_Calamagrostis epigejos","2","Local non-specific dispersal",1.025,0.07880833335
"Calamagrostis canescens","Calamagrostis canescens",0.55096,1.30607,0.46007,0.24131,0.14381,0.23215,0.13043,"Calamagrostis canescens",6.5,9,5,5.7,0,4.7,"Calamagrostis canescens","2","Local non-specific dispersal",0.99,0.07475
"Calamagrostis epigejos","Calamagrostis epigejos",0.59973,1.50949,0.56375,0.38955,0.21308,0.26758,0.21892,"Calamagrostis epigejos",7.1,5.9,6.3,6.3,0.4,5.1,"Calamagrostis epigejos","2","Local non-specific dispersal",1.06,0.0828666667
"Calendula","Calendula arvensis_Calendula officinalis",1.18086,1.836715,0.816205,0.77438,0.17679,0.79024,0.548645,"Calendula arvensis_Calendula officinalis",7.65,3.95,6,6.85,0,7.55,"Calendula arvensis_Calendula officinalis","5","Anemochory",0.28325,4.48124999999999
"Calendula arvensis","Calendula arvensis",1.22198,2.00052,0.83797,0.78765,0.21358,0.61603,0.52432,"Calendula arvensis",7.5,3.3,6,7.5,0,8.3,"Calendula arvensis","5","Anemochory",0.1895,4.84249999999999
"Calendula officinalis","Calendula officinalis",1.13974,1.67291,0.79444,0.76111,0.14,0.96445,0.57297,"Calendula officinalis",7.8,4.6,6,6.2,0,6.8,"Calendula officinalis","5","Anemochory",0.377,4.12
"Calepina irregularis","Calepina irregularis",1.58594,1.9427,0.77188,0.75745,0.2117,0.59914,0.57143,"Calepina irregularis",8,3.3,NA,7.3,0.6,NA,"Calepina irregularis","2","Local non-specific dispersal",0.30625,4.3875
"Calystegia","Calystegia sepium",0.86164,1.43228,0.52951,0.44987,0.16559,0.45245,0.20792,"Calystegia sepium",7.8,7,7.9,7,0.4,5.8,"Calystegia sepium","2","Local non-specific dispersal",1.7075,27.25301795
"Calystegia sepium","Calystegia sepium",0.86164,1.43228,0.52951,0.44987,0.16559,0.45245,0.20792,"Calystegia sepium",7.8,7,7.9,7,0.4,5.8,"Calystegia sepium","2","Local non-specific dispersal",1.7075,27.25301795
"Calystegia sepium sepium","Calystegia sepium",0.86164,1.43228,0.52951,0.44987,0.16559,0.45245,0.20792,"Calystegia sepium",7.8,7,7.9,7,0.4,5.8,"Calystegia sepium","2","Local non-specific dispersal",1.7075,27.25301795
"Camelina","Camelina microcarpa_Camelina rumelica_Camelina sativa",1.68432333333333,1.93220666666667,0.71563,0.704983333333333,0.22878,0.58941,0.55336,"Camelina alyssum_Camelina microcarpa_Camelina rumelica_Camelina sativa",7.25,4.425,4.7,6.55,0,6.1,"Camelina alyssum_Camelina microcarpa_Camelina rumelica_Camelina sativa","2","Local non-specific dispersal",0.444125,0.708666666666667
"Camelina alyssum",NA,NA,NA,NA,NA,NA,NA,NA,"Camelina alyssum",7,5.1,4.2,5.8,0,5.7,"Camelina alyssum","2","Local non-specific dispersal",0.458,1.129
"Camelina microcarpa","Camelina microcarpa",1.64148,1.93663,0.69022,0.67995,0.23966,0.58884,0.49793,"Camelina microcarpa",7.4,3.9,NA,7.3,0,NA,"Camelina microcarpa","2","Local non-specific dispersal",0.387,0.305666666666666
"Camelina neglecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camelina rumelica","Camelina rumelica",2.00207,2.00207,0.735,0.735,0.22857,0.3752,0.55238,"Camelina rumelica",7.5,4.2,4.7,6.3,0,6,"Camelina rumelica","2","Local non-specific dispersal",0.3875,0.4
"Camelina sativa","Camelina sativa",1.40942,1.85792,0.72167,0.7,0.21811,0.80419,0.60977,"Camelina sativa",7.1,4.5,5.2,6.8,0,6.6,"Camelina sativa","2","Local non-specific dispersal",0.544,1
"Campanula","Campanula bellidifolia_Campanula erinus_Campanula glomerata_Campanula persicifolia_Campanula rapunculoides_Campanula rapunculus_Campanula rotundifolia",0.726641428571429,1.55586142857143,0.573182857142857,0.375335714285714,0.239202857142857,0.266534285714286,0.19342,"Campanula erinus_Campanula glomerata_Campanula persicifolia_Campanula rapunculoides_Campanula rapunculus_Campanula rotundifolia",6.82,3.85,3.51666666666667,7.18,0.05,6.52,"Campanula erinus_Campanula glomerata_Campanula patula_Campanula persicifolia_Campanula rapunculoides_Campanula rapunculus_Campanula rotundifolia","1_2","Local non-specific dispersal",0.440738095238095,0.0755878168934239
"Campanula erinus","Campanula erinus",1.19203,1.62037,0.78731,0.69743,0.31152,0.28883,0.34622,"Campanula erinus",8,2.3,3.8,7.7,0.3,8.8,"Campanula erinus","1","Local non-specific dispersal",0.1225,0.0132
"Campanula glomerata","Campanula glomerata",0.83163,1.75181,0.51406,0.42191,0.24082,0.61415,0.17382,"Campanula glomerata",7.3,4.1,3.2,7,0,5.6,"Campanula glomerata","2","Local non-specific dispersal",0.385166666666667,0.13107
"Campanula patula","Campanula bellidifolia",1.60487,1.61585,0.29688,0.29333,0.25161,0.01381,0.09063,NA,NA,NA,NA,NA,NA,NA,"Campanula patula","2","Local non-specific dispersal",0.418,0.0272933333333333
"Campanula persicifolia","Campanula persicifolia",0.10594,1.36663,0.65844,0.17774,0.20249,0.08038,0.12191,"Campanula persicifolia",5.2,4.6,3.8,7.5,0,5.6,"Campanula persicifolia","2","Local non-specific dispersal",0.641,0.0791713333333333
"Campanula rapunculoides","Campanula rapunculoides",0.2299,1.42895,0.66163,0.30042,0.19045,0.15857,0.21184,"Campanula rapunculoides",6.2,4.7,4.6,7.2,0,5.9,"Campanula rapunculoides","2","Local non-specific dispersal",0.665,0.151421428571428
"Campanula rapunculus","Campanula rapunculus",0.43381,1.58226,0.59529,0.36528,0.23092,0.34163,0.20832,"Campanula rapunculus",7.4,3.4,3.7,6.5,0,6.7,"Campanula rapunculus","2","Local non-specific dispersal",0.594,0.0675444444444444
"Campanula rotundifolia","Campanula rotundifolia",0.68831,1.52516,0.49867,0.37124,0.24661,0.36837,0.2012,"Campanula rotundifolia",NA,4,2,NA,0,NA,"Campanula rotundifolia","1","Local non-specific dispersal",0.2595,0.0594141785714285
"Cannabis sativa","Cannabis sativa",0.95171,1.85721,0.81917,0.74939,0.13644,0.6684,0.61157,"Cannabis sativa",7.3,5.6,6.8,6,0.2,NA,"Cannabis sativa","2","Local non-specific dispersal",1.381,9.60375
"Capsella","Capsella bursa-pastoris_Capsella rubella",1.68002,2.049245,0.79721,0.787285,0.209465,0.777965,0.602385,"Capsella bursa-pastoris_Capsella rubella",7.85,3.1,NA,5.55,0,6.3,"Capsella bursa-pastoris_Capsella rubella","1","Local non-specific dispersal",0.266388888888889,0.098078892424242
"Capsella bursa-pastoris","Capsella bursa-pastoris",1.79113,2.07279,0.77406,0.76726,0.2119,0.64778,0.65925,"Capsella bursa-pastoris",7.4,4.7,NA,6.1,0,5.2,"Capsella bursa-pastoris","1","Local non-specific dispersal",0.279444444444445,0.108438484848484
"Capsella rubella","Capsella rubella",1.56891,2.0257,0.82036,0.80731,0.20703,0.90815,0.54552,"Capsella rubella",8.3,1.5,NA,5,0,7.4,"Capsella rubella","1","Local non-specific dispersal",0.253333333333333,0.0877193
"Cardamine","Cardamine flexuosa_Cardamine hirsuta_Cardamine pratensis",0.643636666666667,1.56628,0.563096666666667,0.39477,0.24251,0.356146666666667,0.225596666666667,"Cardamine flexuosa_Cardamine hirsuta_Cardamine pratensis",6.5,7.9,5.1,5.4,0.0333333333333333,5.4,"Cardamine flexuosa_Cardamine hirsuta_Cardamine pratensis","1","Local non-specific dispersal",0.225,0.25580493828395
"Cardamine flexuosa","Cardamine flexuosa",0.28955,1.33126,0.58549,0.27937,0.18194,0.1078,0.13031,"Cardamine flexuosa",NA,7.9,5.6,NA,0,5.5,"Cardamine flexuosa","1","Local non-specific dispersal",0.225333333333333,0.138785185185185
"Cardamine hirsuta","Cardamine hirsuta",0.64594,1.51584,0.59769,0.45571,0.22901,0.28825,0.32316,"Cardamine hirsuta",6.5,NA,NA,5.4,0,NA,"Cardamine hirsuta","1","Local non-specific dispersal",0.157666666666667,0.135866666666666
"Cardamine pratensis","Cardamine pratensis",0.99542,1.85174,0.50611,0.44923,0.31658,0.67239,0.22332,"Cardamine pratensis",NA,NA,4.6,5.4,0.1,5.3,"Cardamine pratensis","1","Local non-specific dispersal",0.292,0.492762963
"Cardueae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduncellus mitissimus","Carthamus mitissimus",1.59645,1.9512,0.5,0.47846,0.3841,0.86585,0.17683,"Carthamus mitissimus",8,2,2,7.5,0,6.5,"Carthamus mitissimus","5","Anemochory",NA,NA
"Carduus","Carduus acanthoides_Carduus crispus_Carduus litigiosus_Carduus nigrescens_Carduus nutans_Carduus personata_Carduus pycnocephalus_Carduus tenuiflorus",0.8768325,1.6458675,0.6656025,0.535255,0.235005,0.4540325,0.27934375,"Carduus acanthoides_Carduus crispus_Carduus litigiosus_Carduus nigrescens_Carduus nutans_Carduus personata_Carduus pycnocephalus_Carduus tenuiflorus",7.9,3.95,6.7125,6.9375,0.0375,6.12,"Carduus acanthoides_Carduus crispus_Carduus litigiosus_Carduus nigrescens_Carduus nutans_Carduus personata_Carduus pycnocephalus_Carduus tenuiflorus","3_5","Anemochory_Myrmecochory",0.778125,2.54825658546691
"Carduus acanthoides","Carduus acanthoides",1.38943,1.78673,0.71714,0.69501,0.18028,0.86446,0.37675,"Carduus acanthoides",8.8,3.9,7.4,7.5,0.2,NA,"Carduus acanthoides","5","Anemochory",0.813,2.69186363636363
"Carduus crispus","Carduus crispus",0.79271,1.4453,0.62262,0.51887,0.18079,0.49026,0.24565,"Carduus crispus",7,5.9,8.6,6.8,0.1,5.6,"Carduus crispus","5","Anemochory",1.105,1.59575
"Carduus crispus crispus","Carduus crispus",0.79271,1.4453,0.62262,0.51887,0.18079,0.49026,0.24565,"Carduus crispus",7,5.9,8.6,6.8,0.1,5.6,"Carduus crispus","5","Anemochory",1.105,1.59575
"Carduus litigiosus","Carduus litigiosus",0.22766,1.47892,0.62985,0.21654,0.27687,0.13266,0.13926,"Carduus litigiosus",7.5,3.5,6.2,7,0,NA,"Carduus litigiosus","5","Anemochory",0.735,1.9716667
"Carduus nigrescens","Carduus nigrescens",0.81946,1.5597,0.62371,0.50851,0.34494,0.34293,0.26022,"Carduus nigrescens",8.5,1.8,5.5,6.5,0,6.4,"Carduus nigrescens","5","Anemochory",0.62,NA
"Carduus nutans","Carduus nutans",1.23951,1.85248,0.60589,0.56807,0.28051,0.60056,0.2737,"Carduus nutans",8,3.4,5.7,7.9,0,NA,"Carduus nutans","3","Myrmecochory",0.733,3.41941576190476
"Carduus personata","Carduus personata",0.46388,1.34246,0.55553,0.34411,0.168,0.12395,0.12061,"Carduus personata",6.7,7.3,7.8,7.3,0,3.7,"Carduus personata","5","Anemochory",1.194,1.7556
"Carduus pycnocephalus","Carduus pycnocephalus",0.89623,1.78459,0.79814,0.69781,0.24167,0.47512,0.39518,"Carduus pycnocephalus",7.9,3.3,6.5,6.5,0,7.4,"Carduus pycnocephalus","5","Anemochory",0.6,3.0282
"Carduus tenuiflorus","Carduus tenuiflorus",1.18578,1.91676,0.77194,0.73312,0.20698,0.60232,0.42338,"Carduus tenuiflorus",8.8,2.5,6,6,0,7.5,"Carduus tenuiflorus","5","Anemochory",0.425,3.3753
"Carex","Carex acuta_Carex caryophyllea_Carex cuprina_Carex curvula_Carex distans_Carex disticha_Carex divulsa_Carex echinata_Carex ericetorum_Carex flacca_Carex halleriana_Carex hirta_Carex leporina_Carex loliacea_Carex muricata_Carex nigra_Carex pallescens_Carex paniculata_Carex pendula_Carex remota_Carex riparia_Carex spicata_Carex vulpina",0.816583043478261,1.6422152173913,0.508670869565217,0.342439565217391,0.243431304347826,0.403846956521739,0.159119565217391,"Carex acuta_Carex caryophyllea_Carex cuprina_Carex curvula_Carex distans_Carex disticha_Carex divulsa_Carex durieui_Carex echinata_Carex ericetorum_Carex flacca_Carex halleriana_Carex hirta_Carex leporina_Carex loliacea_Carex muricata_Carex nigra_Carex pallescens_Carex paniculata_Carex pendula_Carex remota_Carex riparia_Carex spicata_Carex vulpina",7.36666666666667,7.02105263157895,3.50625,5.84375,0.35,4.825,"Carex acuta_Carex caryophyllea_Carex cuprina_Carex curvula_Carex distans_Carex disticha_Carex divulsa_Carex echinata_Carex ericetorum_Carex flacca_Carex halleriana_Carex hirta_Carex leporina_Carex loliacea_Carex muricata_Carex nigra_Carex pallescens_Carex paniculata_Carex pendula_Carex remota_Carex riparia_Carex spicata_Carex vulpina","1_2_3","Local non-specific dispersal_Myrmecochory",0.452671028985507,1.28764501807996
"Carex acuta","Carex acuta",1.22275,1.71924,0.39233,0.36204,0.17436,0.6335,0.12662,"Carex acuta",6.9,9.2,NA,5.9,0.2,NA,"Carex acuta","2","Local non-specific dispersal",0.77,0.877333333333333
"Carex caryophyllea","Carex caryophyllea",1.23049,1.88739,0.48299,0.44908,0.29988,0.67251,0.18368,"Carex caryophyllea",7.9,4.2,2,NA,0,NA,"Carex caryophyllea","3","Myrmecochory",0.201,1.15023333333333
"Carex curvula","Carex curvula",1.48917,1.52663,0.26764,0.26525,0.22481,0.00313,0.08586,"Carex curvula",8.8,4.3,1.5,NA,0,1.4,"Carex curvula","1","Local non-specific dispersal",0.175,1.89583333333333
"Carex distans","Carex distans",1.40062,2.00668,0.47566,0.45322,0.38037,0.40345,0.1702,"Carex distans",8.6,6.8,3.6,NA,3.9,NA,"Carex distans","2","Local non-specific dispersal",0.425,1.43407142857143
"Carex disticha","Carex disticha",1.73436,1.89671,0.45135,0.44481,0.2657,0.85802,0.15735,"Carex disticha",7.9,8.7,NA,6.6,0.3,5.2,"Carex disticha","2","Local non-specific dispersal",0.52,0.7481
"Carex divulsa","Carex divulsa",0.1853,1.41985,0.65622,0.26298,0.22433,0.13318,0.16033,"Carex divulsa",6.5,NA,NA,5.7,0,NA,"Carex divulsa","2","Local non-specific dispersal",0.455,2.04268571428571
