"original_taxa","original_ID","database_ID","simplified_taxa","accepted_taxa","in_WFO","match","accepted_wfo"
"Lysimachia arvensis subsp. caerulea",NA,"FR_ALL_500_ENI","Lysimachia arvensis caerulea","Lysimachia loeflingii","Accepted","Synonym","Lysimachia loeflingii"
"Malva linnaei",NA,"FR_ALL_500_ENI","Malva linnaei","Malva multiflora","Accepted","Synonym","Malva multiflora"
"Matricaria maritima subsp. maritima x Tripleurospermum inodorum",NA,"FR_ALL_500_ENI","Matricaria maritima maritima x inodorum","Tripleurospermum maritimum","Accepted","Binomial","Tripleurospermum maritimum"
"Medicago lupulina subsp. lupulina",NA,"FR_ALL_500_ENI","Medicago lupulina lupulina","Medicago lupulina","Accepted","Synonym","Medicago lupulina"
"Medicago sativa subsp. falcata",NA,"FR_ALL_500_ENI","Medicago sativa falcata","Medicago falcata","Accepted","Synonym","Medicago falcata"
"Melissa officinalis subsp. altissima",NA,"FR_ALL_500_ENI","Melissa officinalis altissima","Melissa officinalis officinalis","Accepted","Synonym","Melissa officinalis subsp. officinalis"
"Mercurialis annua subsp. annua",NA,"FR_ALL_500_ENI","Mercurialis annua annua","Mercurialis annua","Accepted","Synonym","Mercurialis annua"
"Minuartia hybrida",NA,"FR_ALL_500_ENI","Minuartia hybrida","Sabulina tenuifolia hybrida","Accepted","Synonym","Sabulina tenuifolia subsp. hybrida"
"Myosoton aquaticum",NA,"FR_ALL_500_ENI","Myosoton aquaticum","Stellaria aquatica","Accepted","Synonym","Stellaria aquatica"
"Ononis spinosa subsp. maritima",NA,"FR_ALL_500_ENI","Ononis spinosa maritima","Ononis spinosa procurrens","Accepted","Synonym","Ononis spinosa subsp. procurrens"
"Ophrys apifera x Ophrys bertolonii",NA,"FR_ALL_500_ENI","Ophrys apifera x bertolonii","Ophrys apifera","Accepted","Synonym","Ophrys apifera"
"Oreoselinum nigrum",NA,"FR_ALL_500_ENI","Oreoselinum nigrum","Peucedanum oreoselinum","Accepted","Synonym","Peucedanum oreoselinum"
"Orobanche minor subsp. minor",NA,"FR_ALL_500_ENI","Orobanche minor minor","Orobanche minor","Accepted","Synonym","Orobanche minor"
"Oxalis fontana",NA,"FR_ALL_500_ENI","Oxalis fontana","Oxalis stricta","Accepted","Synonym","Oxalis stricta"
"Papaver rhoeas var. strigosum",NA,"FR_ALL_500_ENI","Papaver rhoeas strigosum","Papaver rhoeas","Accepted","Synonym","Papaver rhoeas"
"Parthenocissus inserta",NA,"FR_ALL_500_ENI","Parthenocissus inserta","Parthenocissus quinquefolia","Accepted","Synonym","Parthenocissus quinquefolia"
"Phelipanche nana",NA,"FR_ALL_500_ENI","Phelipanche nana","Orobanche nana","Accepted","Synonym","Orobanche nana"
"Phelipanche purpurea",NA,"FR_ALL_500_ENI","Phelipanche purpurea","Orobanche purpurea","Accepted","Synonym","Orobanche purpurea"
"Phleum pratense subsp. pratense",NA,"FR_ALL_500_ENI","Phleum pratense pratense","Phleum pratense","Accepted","Synonym","Phleum pratense"
"Pisum",NA,"FR_ALL_500_ENI","Pisum","Lathyrus","Accepted","Synonym","Lathyrus"
"Pisum sativum",NA,"FR_ALL_500_ENI","Pisum sativum","Lathyrus oleraceus","Accepted","Synonym","Lathyrus oleraceus"
"Poa annua var. reptans",NA,"FR_ALL_500_ENI","Poa annua reptans","Poa annua","Accepted","Synonym","Poa annua"
"Poa bulbosa subsp. vivipara",NA,"FR_ALL_500_ENI","Poa bulbosa vivipara","Poa bulbosa","Accepted","Synonym","Poa bulbosa"
"Poa trivialis subsp. latifolia",NA,"FR_ALL_500_ENI","Poa trivialis latifolia","Poa trivialis","Accepted","Synonym","Poa trivialis"
"Poa trivialis subsp. trivialis",NA,"FR_ALL_500_ENI","Poa trivialis trivialis","Poa trivialis","Accepted","Synonym","Poa trivialis"
"Podospermum",NA,"FR_ALL_500_ENI","Podospermum","Scorzonera sect podospermum","Accepted","Synonym","Scorzonera sect. Podospermum"
"Potentilla anserina",NA,"FR_ALL_500_ENI","Potentilla anserina","Argentina anserina","Accepted","Synonym","Argentina anserina"
"Potentilla erecta x Potentilla reptans",NA,"FR_ALL_500_ENI","Potentilla erecta x reptans","Potentilla erecta","Accepted","Binomial","Potentilla erecta"
"Ranunculus sardous subsp. sardous",NA,"FR_ALL_500_ENI","Ranunculus sardous sardous","Ranunculus sardous","Accepted","Synonym","Ranunculus sardous"
"Rheum x rhabarbarum",NA,"FR_ALL_500_ENI","Rheum x rhabarbarum","Rheum rhabarbarum","Accepted","Synonym","Rheum rhabarbarum"
"Roegneria canina",NA,"FR_ALL_500_ENI","Roegneria canina","Elymus caninus","Accepted","Synonym","Elymus caninus"
"Rumex aquitanicus x Rumex crispus",NA,"FR_ALL_500_ENI","Rumex aquitanicus x crispus","Rumex aquitanicus","Accepted","Synonym","Rumex aquitanicus"
"Scabiosa atropurpurea var. maritima",NA,"FR_ALL_500_ENI","Scabiosa atropurpurea maritima","Scabiosa atropurpurea","Accepted","Synonym","Scabiosa atropurpurea"
"Schedonnardus",NA,"FR_ALL_500_ENI","Schedonnardus","Muhlenbergia","Accepted","Synonym","Muhlenbergia"
"Scorpiurus muricatus subsp. subvillosus",NA,"FR_ALL_500_ENI","Scorpiurus muricatus subvillosus","Scorpiurus muricatus","Accepted","Synonym","Scorpiurus muricatus"
"Securigera varia",NA,"FR_ALL_500_ENI","Securigera varia","Coronilla varia","Accepted","Synonym","Coronilla varia"
"Sedum sediforme",NA,"FR_ALL_500_ENI","Sedum sediforme","Petrosedum sediforme","Accepted","Synonym","Petrosedum sediforme"
"Selinum carvifolia",NA,"FR_ALL_500_ENI","Selinum carvifolia","Selinum carvifolium","Accepted","Fuzzy","Selinum carvifolium"
"Silene armeria",NA,"FR_ALL_500_ENI","Silene armeria","Atocion armeria","Accepted","Synonym","Atocion armeria"
"Silene dioica var. dioica",NA,"FR_ALL_500_ENI","Silene dioica dioica","Silene dioica","Accepted","Synonym","Silene dioica"
"Silene latifolia subsp. latifolia",NA,"FR_ALL_500_ENI","Silene latifolia latifolia","Silene latifolia","Accepted","Synonym","Silene latifolia"
"Silene sicula",NA,"FR_ALL_500_ENI","Silene sicula","Silene italica sicula","Accepted","Synonym","Silene italica subsp. sicula"
"Sinapis arvensis",NA,"FR_ALL_500_ENI","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Sinapis arvensis subsp. arvensis",NA,"FR_ALL_500_ENI","Sinapis arvensis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Solanum nigrum var. nigrum",NA,"FR_ALL_500_ENI","Solanum nigrum nigrum","Solanum nigrum","Accepted","Binomial","Solanum nigrum"
"Stachys alopecuros",NA,"FR_ALL_500_ENI","Stachys alopecuros","Betonica alopecuros","Accepted","Synonym","Betonica alopecuros"
"Stachys recta subsp. grandiflora",NA,"FR_ALL_500_ENI","Stachys recta grandiflora","Stachys recta labiosa","Accepted","Synonym","Stachys recta subsp. labiosa"
"Stellaria holostea",NA,"FR_ALL_500_ENI","Stellaria holostea","Rabelera holostea","Accepted","Synonym","Rabelera holostea"
"Symphyotrichum subulatum",NA,"FR_ALL_500_ENI","Symphyotrichum subulatum","Aster subulatus","Accepted","Synonym","Aster subulatus"
"Tolpis barbata subsp. umbellata",NA,"FR_ALL_500_ENI","Tolpis barbata umbellata","Tolpis umbellata","Accepted","Synonym","Tolpis umbellata"
"Tracheophytes",NA,"FR_ALL_500_ENI","Tracheophytes",NA,"NOT FOUND","NOT FOUND",NA
"Valerianella dentata",NA,"FR_ALL_500_ENI","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella discoidea",NA,"FR_ALL_500_ENI","Valerianella discoidea","Valeriana discoidea","Accepted","Synonym","Valeriana discoidea"
"Valerianella eriocarpa",NA,"FR_ALL_500_ENI","Valerianella eriocarpa","Valeriana eriocarpa","Accepted","Synonym","Valeriana eriocarpa"
"Valerianella locusta",NA,"FR_ALL_500_ENI","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Valerianella microcarpa",NA,"FR_ALL_500_ENI","Valerianella microcarpa","Valerianella abyssinica","Accepted","Synonym","Valerianella abyssinica"
"Veronica anagallis-aquatica subsp. aquatica",NA,"FR_ALL_500_ENI","Veronica anagallis-aquatica aquatica","Veronica catenata catenata","Accepted","Synonym","Veronica catenata subsp. catenata"
"Vicia pannonica subsp. pannonica",NA,"FR_ALL_500_ENI","Vicia pannonica pannonica","Vicia pannonica","Accepted","Synonym","Vicia pannonica"
"Vulpia",NA,"FR_ALL_500_ENI","Vulpia","Festuca","Accepted","Synonym","Festuca"
"Vulpia bromoides",NA,"FR_ALL_500_ENI","Vulpia bromoides","Festuca bromoides","Accepted","Synonym","Festuca bromoides"
"Vulpia ciliata",NA,"FR_ALL_500_ENI","Vulpia ciliata","Festuca ambigua","Accepted","Synonym","Festuca ambigua"
"Vulpia fasciculata",NA,"FR_ALL_500_ENI","Vulpia fasciculata","Festuca fasciculata","Accepted","Synonym","Festuca fasciculata"
"Vulpia ligustica",NA,"FR_ALL_500_ENI","Vulpia ligustica","Festuca ligustica","Accepted","Synonym","Festuca ligustica"
"Vulpia myuros",NA,"FR_ALL_500_ENI","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"Vulpia myuros subsp. longiaristata",NA,"FR_ALL_500_ENI","Vulpia myuros longiaristata","Festuca muralis","Accepted","Synonym","Festuca muralis"
"Vulpia myuros subsp. sciuroides",NA,"FR_ALL_500_ENI","Vulpia myuros sciuroides","Festuca bromoides","Accepted","Synonym","Festuca bromoides"
"x Conyzerigeron",NA,"FR_ALL_500_ENI","x Conyzerigeron","Conyzigeron","Accepted","Fuzzy","Conyzigeron"
"x Triticosecale",NA,"FR_ALL_500_ENI","x Triticosecale","Triticosecale","Accepted","Fuzzy","Triticosecale"
"Xanthium orientale subsp. orientale",NA,"FR_ALL_500_ENI","Xanthium orientale orientale","Xanthium orientale","Accepted","Synonym","Xanthium orientale"
"Elytrigia repens",NA,"DE_temporal","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Ervum tetraspermum",NA,"DE_temporal","Ervum tetraspermum","Vicia tetrasperma","Accepted","Synonym","Vicia tetrasperma"
"Sinapis arvensis",NA,"DE_temporal","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Hordeum vulgare subsp. vulgare",NA,"DE_temporal","Hordeum vulgare vulgare","Hordeum vulgare","Accepted","Synonym","Hordeum vulgare"
"Pisum sativum",NA,"DE_temporal","Pisum sativum","Lathyrus oleraceus","Accepted","Synonym","Lathyrus oleraceus"
"Ervilia hirsuta",NA,"DE_temporal","Ervilia hirsuta","Vicia hirsuta","Accepted","Synonym","Vicia hirsuta"
"Lycopsis arvensis",NA,"DE_temporal","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Vicia angustifolia",NA,"DE_temporal","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Valerianella locusta",NA,"DE_temporal","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Prunus domestica var. domestica",NA,"DE_temporal","Prunus domestica domestica","Prunus domestica","Accepted","Synonym","Prunus domestica"
"Setaria italica subsp. viridis",NA,"DE_temporal","Setaria italica viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Medicago sativa subsp. falcata",NA,"DE_temporal","Medicago sativa falcata","Medicago falcata","Accepted","Synonym","Medicago falcata"
"Convolvulus sepium",NA,"DE_temporal","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Cyanus segetum",NA,"DE_temporal","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Bromopsis erecta",NA,"DE_temporal","Bromopsis erecta","Bromus erectus","Accepted","Synonym","Bromus erectus"
"Silene vulgaris subsp. vulgaris",NA,"DE_temporal","Silene vulgaris vulgaris","Silene vulgaris","Accepted","Synonym","Silene vulgaris"
"Anisantha sterilis",NA,"DE_temporal","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Myosurus minimus",NA,"DE_temporal","Myosurus minimus","Ranunculus minimus","Accepted","Synonym","Ranunculus minimus"
"Alchemilla acutiloba",NA,"DE_temporal","Alchemilla acutiloba","Alchemilla vulgaris","Accepted","Synonym","Alchemilla vulgaris"
"x Triticosecale",NA,"DE_temporal","x Triticosecale","Triticosecale","Accepted","Fuzzy","Triticosecale"
"Valerianella dentata",NA,"DE_temporal","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Arthonia arthonioides",NA,"DE_temporal","Arthonia arthonioides",NA,"NOT FOUND","NOT FOUND",NA
"Brassica nigra",NA,"DE_temporal","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Lolium x boucheanum",NA,"DE_temporal","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Stellaria alsine",NA,"DE_temporal","Stellaria alsine","Stellaria uliginosa","Accepted","Synonym","Stellaria uliginosa"
"Elytrigia repens",NA,"DE_temporal","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Lolium x boucheanum",NA,"DE_temporal","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Elytrigia repens",NA,"DE_temporal","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Lycopsis arvensis",NA,"DE_temporal","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Viola arvensis var. contempta",NA,"DE_temporal","Viola arvensis contempta","Viola contempta","Accepted","Synonym","Viola contempta"
"Chamaenerion angustifolium",NA,"DE_temporal","Chamaenerion angustifolium","Epilobium angustifolium","Accepted","Synonym","Epilobium angustifolium"
"Aphanes australis",NA,"DE_temporal","Aphanes australis","Alchemilla australis","Accepted","Synonym","Alchemilla australis"
"Vicia angustifolia",NA,"DE_temporal","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Oxybasis rubra",NA,"DE_temporal","Oxybasis rubra","Chenopodium rubrum","Accepted","Synonym","Chenopodium rubrum"
"Bromopsis erecta",NA,"DE_temporal","Bromopsis erecta","Bromus erectus","Accepted","Synonym","Bromus erectus"
"Festuca ovina subsp. guestfalica",NA,"DE_temporal","Festuca ovina guestfalica","Festuca guestfalica","Accepted","Synonym","Festuca guestfalica"
"Medicago sativa nothosubsp. media",NA,"DE_temporal","Medicago sativa nothosubsp media","Medicago sativa","Accepted","Synonym","Medicago sativa"
"x Triticosecale",NA,"DE_temporal","x Triticosecale","Triticosecale","Accepted","Fuzzy","Triticosecale"
"Viola arvensis var. arvensis",NA,"DE_temporal","Viola arvensis arvensis","Viola arvensis","Accepted","Synonym","Viola arvensis"
"Poa trivialis subsp. trivialis",NA,"DE_temporal","Poa trivialis trivialis","Poa trivialis","Accepted","Synonym","Poa trivialis"
"Bromopsis erecta",NA,"DE_temporal","Bromopsis erecta","Bromus erectus","Accepted","Synonym","Bromus erectus"
"Festuca rubra subsp. rubra",NA,"DE_temporal","Festuca rubra rubra","Festuca rubra","Accepted","Binomial","Festuca rubra"
"Medicago sativa nothosubsp. media",NA,"DE_temporal","Medicago sativa nothosubsp media","Medicago sativa","Accepted","Synonym","Medicago sativa"
"Lycopsis arvensis",NA,"DE_temporal","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Raphanus sativus var. oleiformis",NA,"DE_temporal","Raphanus sativus oleiformis","Raphanus sativus","Accepted","Synonym","Raphanus sativus"
"Vicia angustifolia",NA,"DE_temporal","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Bistorta officinalis",NA,"DE_temporal","Bistorta officinalis","Persicaria bistorta","Accepted","Synonym","Persicaria bistorta"
"Rumex obtusifolius subsp. obtusifolius",NA,"DE_temporal","Rumex obtusifolius obtusifolius","Rumex obtusifolius","Accepted","Synonym","Rumex obtusifolius"
"Trifolium arvense var. arvense",NA,"DE_temporal","Trifolium arvense arvense","Trifolium arvense","Accepted","Synonym","Trifolium arvense"
"Poterium sanguisorba",NA,"DE_temporal","Poterium sanguisorba","Sanguisorba minor","Accepted","Synonym","Sanguisorba minor"
"Vulpia myuros",NA,"DE_temporal","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"Raphanus sativus var. oleiformis",NA,"DE_temporal","Raphanus sativus oleiformis","Raphanus sativus","Accepted","Synonym","Raphanus sativus"
"Rubus nessensis",NA,"DE_temporal","Rubus nessensis","Rubus polonicus","Accepted","Synonym","Rubus polonicus"
"Aphanes australis",NA,"DE_temporal","Aphanes australis","Alchemilla australis","Accepted","Synonym","Alchemilla australis"
"Anemone nemorosa",NA,"DE_temporal","Anemone nemorosa","Anemonoides nemorosa","Accepted","Synonym","Anemonoides nemorosa"
"Anisantha tectorum",NA,"DE_temporal","Anisantha tectorum","Bromus tectorum","Accepted","Synonym","Bromus tectorum"
"Chenopodium pratericola",NA,"DE_temporal","Chenopodium pratericola","Chenopodium desiccatum leptophylloides","Accepted","Synonym","Chenopodium desiccatum var. leptophylloides"
"Amaranthus hybridus subsp hybridus",NA,"ES_temporal","Amaranthus hybridus hybridus","Amaranthus hybridus","Accepted","Synonym","Amaranthus hybridus"
"Amaranthus hybridus subsp patulus",NA,"ES_temporal","Amaranthus hybridus patulus","Amaranthus cruentus","Accepted","Synonym","Amaranthus cruentus"
"Anagallis arvensis",NA,"ES_temporal","Anagallis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
"Beta maritima",NA,"ES_temporal","Beta maritima","Beta vulgaris","Accepted","Synonym","Beta vulgaris"
"Cardaria draba",NA,"ES_temporal","Cardaria draba","Lepidium draba","Accepted","Synonym","Lepidium draba"
"Conyza canadensis",NA,"ES_temporal","Conyza canadensis","Erigeron canadensis","Accepted","Synonym","Erigeron canadensis"
"Chaenorrhinum minus",NA,"ES_temporal","Chaenorrhinum minus","Chaenorhinum minus","Accepted","Fuzzy","Chaenorhinum minus"
"Echinochloa crus galli",NA,"ES_temporal","Echinochloa crus galli","Echinochloa crus-galli","Accepted","Fuzzy","Echinochloa crus-galli"
"Echinochloa eruciformis",NA,"ES_temporal","Echinochloa eruciformis","Moorochloa eruciformis","Accepted","Synonym","Moorochloa eruciformis"
"Bassia scoparia subsp  densiflora",NA,"ES_temporal","Bassia scoparia densiflora","Bassia scoparia","Accepted","Synonym","Bassia scoparia"
"Leontodon taraxacoides subsp hispidus",NA,"ES_temporal","Leontodon taraxacoides hispidus","Leontodon saxatilis rothii","Accepted","Synonym","Leontodon saxatilis rothii"
"Medicago polymorpha subsp microcarpa",NA,"ES_temporal","Medicago polymorpha microcarpa","Medicago polymorpha","Accepted","Synonym","Medicago polymorpha"
"Picris echioides",NA,"ES_temporal","Picris echioides","Helminthotheca echioides","Accepted","Synonym","Helminthotheca echioides"
"Polygonum convolvulus",NA,"ES_temporal","Polygonum convolvulus","Fallopia convolvulus","Accepted","Synonym","Fallopia convolvulus"
"Polygonum persicaria",NA,"ES_temporal","Polygonum persicaria","Persicaria maculosa","Accepted","Synonym","Persicaria maculosa"
"Solanum nigrum subsp  nigrum",NA,"ES_temporal","Solanum nigrum nigrum","Solanum nigrum","Accepted","Binomial","Solanum nigrum"
"Sylibum marianum",NA,"ES_temporal","Sylibum marianum","Silybum marianum","Accepted","Fuzzy","Silybum marianum"
"Althaea hirsuta",NA,"ES_temporal","Althaea hirsuta","Malva setigera","Accepted","Synonym","Malva setigera"
"Apium nodiflorum",NA,"ES_temporal","Apium nodiflorum","Helosciadium nodiflorum","Accepted","Synonym","Helosciadium nodiflorum"
"Capsella bursa pastoris",NA,"ES_temporal","Capsella bursa pastoris","Capsella bursa-pastoris","Accepted","Fuzzy","Capsella bursa-pastoris"
"Conyza bonariensis",NA,"ES_temporal","Conyza bonariensis","Erigeron bonariensis","Accepted","Synonym","Erigeron bonariensis"
"Dipsacum fullonum",NA,"ES_temporal","Dipsacum fullonum","Dipsacus fullonum","Accepted","Fuzzy","Dipsacus fullonum"
"Geranium robertianum subsp  purpureum",NA,"ES_temporal","Geranium robertianum purpureum","Geranium purpureum","Accepted","Synonym","Geranium purpureum"
"Glyzirrhyza glabra",NA,"ES_temporal","Glyzirrhyza glabra","Glycyrrhiza glabra","Accepted","Fuzzy","Glycyrrhiza glabra"
"Herniaria cinerea",NA,"ES_temporal","Herniaria cinerea","Herniaria hirsuta cinerea","Accepted","Synonym","Herniaria hirsuta subsp. cinerea"
"Veronica anagallis acuatica",NA,"ES_temporal","Veronica anagallis acuatica","Veronica anagallis-aquatica","Accepted","Fuzzy","Veronica anagallis-aquatica"
"Xanthium echinatum",NA,"ES_temporal","Xanthium echinatum","Xanthium strumarium","Accepted","Synonym","Xanthium strumarium"
"Brachiaria eruciformis",NA,"ES_temporal","Brachiaria eruciformis","Moorochloa eruciformis","Accepted","Synonym","Moorochloa eruciformis"
"Chenopodium glaucum",NA,"ES_temporal","Chenopodium glaucum","Oxybasis glauca","Accepted","Synonym","Oxybasis glauca"
"Chepodium polyspermum",NA,"ES_temporal","Chepodium polyspermum","Lipandra polysperma","Accepted","Synonym","Lipandra polysperma"
"Cucubalus baccifer",NA,"ES_temporal","Cucubalus baccifer","Silene baccifera","Accepted","Synonym","Silene baccifera"
"Dichanthium ischaemum",NA,"ES_temporal","Dichanthium ischaemum","Bothriochloa ischaemum","Accepted","Synonym","Bothriochloa ischaemum"
"Elymus hispidus",NA,"ES_temporal","Elymus hispidus","Thinopyrum intermedium intermedium","Accepted","Synonym","Thinopyrum intermedium subsp. intermedium"
"Hypochoeris radicata",NA,"ES_temporal","Hypochoeris radicata","Hypochaeris radicata","Accepted","Fuzzy","Hypochaeris radicata"
"Inula viscosa",NA,"ES_temporal","Inula viscosa","Dittrichia viscosa","Accepted","Synonym","Dittrichia viscosa"
"Lotus corniculatus subsp  tenuifolius",NA,"ES_temporal","Lotus corniculatus tenuifolius","Lotus tenuis","Accepted","Synonym","Lotus tenuis"
"Poa pratensis subsp  angustifolia",NA,"ES_temporal","Poa pratensis angustifolia","Poa angustifolia","Accepted","Synonym","Poa angustifolia"
"Polygonum aviculare subsp  aviculare",NA,"ES_temporal","Polygonum aviculare aviculare","Polygonum aviculare","Accepted","Synonym","Polygonum aviculare"
"Polygonum lapathifolium",NA,"ES_temporal","Polygonum lapathifolium","Persicaria lapathifolia","Accepted","Synonym","Persicaria lapathifolia"
"Scandix pecten veneris",NA,"ES_temporal","Scandix pecten veneris","Scandix pecten-veneris","Accepted","Fuzzy","Scandix pecten-veneris"
"Setaria glauca",NA,"ES_temporal","Setaria glauca","Cenchrus americanus","Accepted","Synonym","Cenchrus americanus"
"Solanum nigrum subsp  villosum",NA,"ES_temporal","Solanum nigrum villosum","Solanum villosum","Accepted","Synonym","Solanum villosum"
"Xanthium echinatum subsp  italicum",NA,"ES_temporal","Xanthium echinatum italicum","Xanthium orientale","Accepted","Synonym","Xanthium orientale"
"Abutilon teophrasti",NA,"ES_temporal","Abutilon teophrasti","Abutilon theophrasti","Accepted","Fuzzy","Abutilon theophrasti"
"Cyperus egagrostis",NA,"ES_temporal","Cyperus egagrostis","Cyperus eragrostis","Accepted","Fuzzy","Cyperus eragrostis"
"Kochia scoparia",NA,"ES_temporal","Kochia scoparia","Bassia scoparia","Accepted","Synonym","Bassia scoparia"
"Lavatera cretica",NA,"ES_temporal","Lavatera cretica","Malva multiflora","Accepted","Synonym","Malva multiflora"
"Oryzopsis miliacea",NA,"ES_temporal","Oryzopsis miliacea","Oloptum miliaceum","Accepted","Synonym","Oloptum miliaceum"
"Spergularia rubra subsp nicaeensis",NA,"ES_temporal","Spergularia rubra nicaeensis","Spergularia rubra","Accepted","Synonym","Spergularia rubra"
"Sysimbrium irio",NA,"ES_temporal","Sysimbrium irio","Sisymbrium irio","Accepted","Fuzzy","Sisymbrium irio"
