"synonym_taxa","synonym_full_name","accepted_taxa"
"Portulaca oleracea opposita","Portulaca oleracea var. opposita Poelln.","Portulaca oleracea"
"Portulaca oleracea parviflora","Portulaca oleracea var. parviflora","Portulaca oleracea"
"Portulaca olitoria","Portulaca olitoria Pall.","Portulaca oleracea"
"Portulaca opposita","Portulaca opposita (Poelln.) Poelln.","Portulaca oleracea"
"Portulaca papillosa","Portulaca papillosa Sennen","Portulaca oleracea"
"Portulaca parviflora","Portulaca parviflora Griseb.","Portulaca oleracea"
"Portulaca parvifolia","Portulaca parvifolia Haw.","Portulaca oleracea"
"Portulaca pilosa marginata","Portulaca pilosa f. marginata (Kunth) Hassl.","Portulaca oleracea"
"Portulaca poellnitziana","Portulaca poellnitziana D.Legrand","Portulaca oleracea"
"Portulaca repens","Portulaca repens Noronha","Portulaca oleracea"
"Portulaca retusa","Portulaca retusa Engelm.","Portulaca oleracea"
"Portulaca rostellata","Portulaca rostellata Brign.","Portulaca oleracea"
"Portulaca stellata","Portulaca stellata (Danin & H.G.Baker) Danin","Portulaca oleracea"
"Portulaca suffruticosa","Portulaca suffruticosa Thwaites","Portulaca oleracea"
"Portulaca sylvestris","Portulaca sylvestris Bubani, 1901","Portulaca oleracea"
"Portulaca terraereginae","Portulaca terraereginae Poelln.","Portulaca oleracea"
"Portulaca trianthemoides","Portulaca trianthemoides Bremek.","Portulaca oleracea"
"Portulaca viridis","Portulaca viridis DC.","Portulaca oleracea"
"Callionia","Callionia Greene","Potentilla"
"Chamaephyton","Chamaephyton Fourr.","Potentilla"
"Chionice","Chionice Bunge ex Ledeb.","Potentilla"
"Coelas","Coelas Dulac","Potentilla"
"Comarella","Comarella Rydb.","Potentilla"
"Commarum","Commarum Schrank","Potentilla"
"Duchesnea","Duchesnea Sm.","Potentilla"
"Dynamidium","Dynamidium Fourr.","Potentilla"
"Fraga","Fraga Lapeyr.","Potentilla"
"Fragariastrum","Fragariastrum (Ser.) Schur","Potentilla"
"Horkelia","Horkelia Cham. & Schltdl.","Potentilla"
"Horkeliella","Horkeliella (Rydb.) Rydb.","Potentilla"
"Hypargyrium","Hypargyrium Fourr.","Potentilla"
"Ivesia","Ivesia Torr. & A.Gray","Potentilla"
"Jussiea","Jussiea L. ex Sm.","Potentilla"
"Lehmannia","Lehmannia Tratt.","Potentilla"
"Pentaphylloides","Pentaphylloides Duhamel","Potentilla"
"Pentaphyllum","Pentaphyllum Gaertn.","Potentilla"
"Potentillopsis","Potentillopsis Opiz","Potentilla"
"Purpusia","Purpusia Brandegee","Potentilla"
"Quinquefolium","Quinquefolium Ség.","Potentilla"
"Stellariopsis","Stellariopsis (Baill.) Rydb.","Potentilla"
"Tormentilla","Tormentilla L.","Potentilla"
"Trichothalamus","Trichothalamus Spreng.","Potentilla"
"Tridophyllum","Tridophyllum Neck. ex Greene","Potentilla"
"Tylosperma","Tylosperma Botsch.","Potentilla"
"Argentina argentea","Argentina argentea Rydb.","Potentilla argentea"
"Fragaria argentea","Fragaria argentea (L.) Crantz","Potentilla argentea"
"Hypargyrium argentatum","Hypargyrium argentatum (Jord.) Fourr.","Potentilla argentea"
"Hypargyrium argenteum","Hypargyrium argenteum (L.) Fourr.","Potentilla argentea"
"Hypargyrium canum","Hypargyrium canum (Jord. ex Boreau) Fourr.","Potentilla argentea"
"Hypargyrium confine","Hypargyrium confine (Jord.) Fourr.","Potentilla argentea"
"Hypargyrium decumbens","Hypargyrium decumbens (Jord.) Fourr.","Potentilla argentea"
"Hypargyrium demissum","Hypargyrium demissum (Jord.) Fourr.","Potentilla argentea"
"Hypargyrium tenuilobum","Hypargyrium tenuilobum (Jord.) Fourr.","Potentilla argentea"
"Pentaphyllum argenteum","Pentaphyllum argenteum (L.) Nieuwl.","Potentilla argentea"
"Potentilla alpigava","Potentilla alpigava Jord.","Potentilla argentea"
"Potentilla argentata","Potentilla argentata Jord.","Potentilla argentea"
"Potentilla argentea angustisecta","Potentilla argentea f. angustisecta (F.Saut.) Th.Wolf","Potentilla argentea"
"Potentilla argentea cinerascens","Potentilla argentea f. cinerascens Th.Wolf","Potentilla argentea"
"Potentilla argentea csapodyae","Potentilla argentea f. csapodyae Borhidi & Isépy","Potentilla argentea"
"Potentilla argentea discolor","Potentilla argentea f. discolor (Tratt.) Lindm.","Potentilla argentea"
"Potentilla argentea glaucescens","Potentilla argentea f. glaucescens Döll","Potentilla argentea"
"Potentilla argentea impolita","Potentilla argentea f. impolita (Wahlb.) Lindm.","Potentilla argentea"
"Potentilla argentea latisecta","Potentilla argentea f. latisecta (F.Saut.) Th.Wolf","Potentilla argentea"
"Potentilla argentea magyarica","Potentilla argentea f. magyarica Soó","Potentilla argentea"
"Potentilla argentea multidentata","Potentilla argentea f. multidentata V.Rastetter, 1966","Potentilla argentea"
"Potentilla argentea multifida","Potentilla argentea f. multifida Tratt.","Potentilla argentea"
"Potentilla argentea parviflora","Potentilla argentea f. parviflora Waisb.","Potentilla argentea"
"Potentilla argentea pseudoincisa","Potentilla argentea f. pseudoincisa V.Rastetter, 1966","Potentilla argentea"
"Potentilla argentea pusilla","Potentilla argentea f. pusilla Vocke","Potentilla argentea"
"Potentilla argentea septenata","Potentilla argentea f. septenata Th.Wolf","Potentilla argentea"
"Potentilla argentea tenuiloba","Potentilla argentea f. tenuiloba (Jord.) Gusul.","Potentilla argentea"
"Potentilla argentea virescens","Potentilla argentea f. virescens (Wahlb.) Lindm.","Potentilla argentea"
"Potentilla argentea viridescens","Potentilla argentea f. viridescens Th.Wolf","Potentilla argentea"
"Potentilla argentea angustata","Potentilla argentea subsp. angustata Grognot","Potentilla argentea"
"Potentilla argentea argentata","Potentilla argentea subsp. argentata (Jord. ex Verl.) O.Schwarz","Potentilla argentea"
"Potentilla argentea argentea","Potentilla argentea subsp. argentea","Potentilla argentea"
"Potentilla argentea decumbens","Potentilla argentea subsp. decumbens (Jord.) Jáv.","Potentilla argentea"
"Potentilla argentea demissa","Potentilla argentea subsp. demissa (Jord.) A.Pedersen","Potentilla argentea"
"Potentilla argentea geranioides","Potentilla argentea subsp. geranioides (Schleich.) Ducommun","Potentilla argentea"
"Potentilla argentea grandiceps","Potentilla argentea subsp. grandiceps (Zimmeter) Jáv.","Potentilla argentea"
"Potentilla argentea guentheri","Potentilla argentea subsp. guentheri (Spreng.) Döll","Potentilla argentea"
"Potentilla argentea macrotoma","Potentilla argentea subsp. macrotoma (Borbás) Jáv.","Potentilla argentea"
"Potentilla argentea serrata","Potentilla argentea subsp. serrata Peterm.","Potentilla argentea"
"Potentilla argentea acutifida","Potentilla argentea var. acutifida (Markl.) Karlsson","Potentilla argentea"
"Potentilla argentea adscendens","Potentilla argentea var. adscendens J.J.Schmitz & Regel","Potentilla argentea"
"Potentilla argentea altissima","Potentilla argentea var. altissima Borbás","Potentilla argentea"
"Potentilla argentea confinis","Potentilla argentea var. confinis (Jord.) Rouy & E.G.Camus","Potentilla argentea"
"Potentilla argentea decora","Potentilla argentea var. decora (Markl.) Karlsson","Potentilla argentea"
"Potentilla argentea dentata","Potentilla argentea var. dentata Wallr.","Potentilla argentea"
"Potentilla argentea diffusa","Potentilla argentea var. diffusa Wallr.","Potentilla argentea"
"Potentilla argentea erecta","Potentilla argentea var. erecta J.J.Schmitz & Regel","Potentilla argentea"
"Potentilla argentea genuina","Potentilla argentea var. genuina Trautv.","Potentilla argentea"
"Potentilla argentea incana","Potentilla argentea var. incana F.W.Schultz","Potentilla argentea"
"Potentilla argentea laciniata","Potentilla argentea var. laciniata Wimm. & Grab.","Potentilla argentea"
"Potentilla argentea major","Potentilla argentea var. major Rouy & E.G.Camus","Potentilla argentea"
"Potentilla argentea minuta","Potentilla argentea var. minuta Ser.","Potentilla argentea"
"Potentilla argentea perdivisa","Potentilla argentea var. perdivisa Borbás","Potentilla argentea"
"Potentilla argentea perincisa","Potentilla argentea var. perincisa Borbás","Potentilla argentea"
"Potentilla argentea planifolia","Potentilla argentea var. planifolia Döll","Potentilla argentea"
"Potentilla argentea pseudoargentea","Potentilla argentea var. pseudoargentea (Blocki ex Zimmeter) Borbás","Potentilla argentea"
"Potentilla argentea septemsecta","Potentilla argentea var. septemsecta G.Mey.","Potentilla argentea"
"Potentilla argentea tomentosa","Potentilla argentea var. tomentosa Döll","Potentilla argentea"
"Potentilla alpestris geranioides","Potentilla alpestris subsp. geranioides (F.Nyl.) Th.Wolf","Potentilla crantzii"
"Potentilla alpestris typica","Potentilla alpestris var. typica Th.Wolf","Potentilla crantzii"
"Potentilla alpestris typicabaldensis","Potentilla alpestris var. typicabaldensis Th.Wolf","Potentilla crantzii"
"Potentilla arenaria acutidens","Potentilla arenaria f. acutidens Th.Wolf","Potentilla crantzii"
"Potentilla arenaria cinerascens","Potentilla arenaria f. cinerascens Waisb.","Potentilla crantzii"
"Potentilla arenaria crenulata","Potentilla arenaria f. crenulata Th.Wolf","Potentilla crantzii"
"Potentilla arenaria cuneifolia","Potentilla arenaria f. cuneifolia Th.Wolf","Potentilla crantzii"
"Potentilla arenaria discolor","Potentilla arenaria f. discolor Th.Wolf","Potentilla crantzii"
"Potentilla arenaria eglandulosa","Potentilla arenaria f. eglandulosa Th.Wolf","Potentilla crantzii"
"Potentilla arenaria genuina","Potentilla arenaria f. genuina Domin","Potentilla crantzii"
"Potentilla arenaria glandulosa","Potentilla arenaria f. glandulosa Waisb.","Potentilla crantzii"
"Potentilla arenaria glandulosissima","Potentilla arenaria f. glandulosissima Domin","Potentilla crantzii"
"Potentilla arenaria grandiflora","Potentilla arenaria f. grandiflora Th.Wolf","Potentilla crantzii"
"Potentilla arenaria incisa","Potentilla arenaria f. incisa Th.Wolf","Potentilla crantzii"
"Potentilla arenaria longifolia","Potentilla arenaria f. longifolia Th.Wolf","Potentilla crantzii"
"Potentilla arenaria ochroleuca","Potentilla arenaria f. ochroleuca Priszter","Potentilla crantzii"
"Potentilla arenaria parviflora","Potentilla arenaria f. parviflora Th.Wolf","Potentilla crantzii"
"Potentilla arenaria parvula","Potentilla arenaria f. parvula Błocki","Potentilla crantzii"
"Potentilla arenaria pectinata","Potentilla arenaria f. pectinata Th.Wolf","Potentilla crantzii"
"Potentilla arenaria platypetala","Potentilla arenaria f. platypetala Th.Wolf","Potentilla crantzii"
"Potentilla arenaria septenata","Potentilla arenaria f. septenata Domin","Potentilla crantzii"
"Potentilla arenaria stenopetala","Potentilla arenaria f. stenopetala Th.Wolf","Potentilla crantzii"
"Potentilla crantzii alsatica","Potentilla crantzii var. alsatica (Rouy & E.G.Camus) V.Rastetter, 1995","Potentilla crantzii"
"Potentilla crantzii crantzii","Potentilla crantzii var. crantzii","Potentilla crantzii"
"Potentilla crantzii stricticaulis","Potentilla crantzii var. stricticaulis (Gremli) Hayek","Potentilla crantzii"
"Potentilla crantzii ternata","Potentilla crantzii var. ternata A.Blytt","Potentilla crantzii"
"Potentilla crantzii typica","Potentilla crantzii var. typica (Th.Wolf) Beck","Potentilla crantzii"
"Potentilla crocea","Potentilla crocea Hornem.","Potentilla crantzii"
"Potentilla cryeri","Potentilla cryeri Druce","Potentilla crantzii"
"Potentilla gelida","Potentilla gelida Th.Wolf","Potentilla crantzii"
"Potentilla gelida genuina","Potentilla gelida var. genuina Th.Wolf","Potentilla crantzii"
"Potentilla salisburgensis geranioides","Potentilla salisburgensis subsp. geranioides F.Nyl.","Potentilla crantzii"
"Potentilla salisburgensis debilis","Potentilla salisburgensis var. debilis Gaudin","Potentilla crantzii"
"Potentilla salisburgensis vulgaris","Potentilla salisburgensis var. vulgaris Briq.","Potentilla crantzii"
"Potentilla serpentini fissidens","Potentilla serpentini f. fissidens Waisb.","Potentilla crantzii"
"Potentilla serpentini grandifrons","Potentilla serpentini f. grandifrons Borbás","Potentilla crantzii"
"Potentilla serpentini thyrsoidea","Potentilla serpentini f. thyrsoidea Borbás","Potentilla crantzii"
"Potentilla serpentini trifoliata","Potentilla serpentini f. trifoliata Waisb.","Potentilla crantzii"
"Potentilla tridentina bordalensis","Potentilla tridentina f. bordalensis Evers","Potentilla crantzii"
"Potentilla tridentina canfedinensis","Potentilla tridentina f. canfedinensis Evers","Potentilla crantzii"
"Potentilla tridentina dumetorum","Potentilla tridentina f. dumetorum Evers","Potentilla crantzii"
"Potentilla verna major","Potentilla verna subsp. major Wahlenb.","Potentilla crantzii"
"Potentilla verna verna","Potentilla verna subsp. verna","Potentilla crantzii"
"Potentilla villosa","Potentilla villosa Zimmeter ex Sagorski & C.K.Schneid., 1891","Potentilla crantzii"
"Potentilla xscandica","Potentilla xscandica Soják","Potentilla crantzii"
"Potentilla engadinensis","Potentilla ×engadinensis Brügger","Potentilla crantzii"
"Potentilla eynensis","Potentilla ×eynensis Rouy & E.G.Camus","Potentilla crantzii"
"Fragaria tormentilla","Fragaria tormentilla (Neck.) Crantz","Potentilla erecta"
"Potentilla dacica","Potentilla dacica Borb","Potentilla erecta"
"Potentilla divergens","Potentilla divergens (Rchb.) Poeverl.","Potentilla erecta"
"Potentilla erecta herminii","Potentilla erecta f. herminii (Ficalho) Samp.","Potentilla erecta"
"Potentilla erecta hirsuta","Potentilla erecta f. hirsuta Cout.","Potentilla erecta"
"Potentilla erecta minor","Potentilla erecta f. minor Zimmeter","Potentilla erecta"
"Potentilla erecta monacensis","Potentilla erecta f. monacensis (Woerl. ex Zimmeter) Zimmeter","Potentilla erecta"
"Potentilla erecta pusilla","Potentilla erecta f. pusilla Favrat","Potentilla erecta"
"Potentilla erecta sciaphila","Potentilla erecta f. sciaphila (Zimmeter) Beck","Potentilla erecta"
"Potentilla erecta sericea","Potentilla erecta f. sericea Cout.","Potentilla erecta"
"Potentilla erecta stenopetala","Potentilla erecta f. stenopetala Murb.","Potentilla erecta"
"Potentilla erecta subpinnatifida","Potentilla erecta f. subpinnatifida Cout.","Potentilla erecta"
"Potentilla erecta dacica","Potentilla erecta subsp. dacica (Borbás ex Zimmeter) Hayek","Potentilla erecta"
"Potentilla erecta strictissima","Potentilla erecta subsp. strictissima (Zimmeter) A.J.Richards","Potentilla erecta"
"Potentilla erecta curiensis","Potentilla erecta var. curiensis (Brügger) Zimmeter","Potentilla erecta"
"Potentilla erecta erecta","Potentilla erecta var. erecta","Potentilla erecta"
"Potentilla erecta latiloba","Potentilla erecta var. latiloba (Ser.) Kotov","Potentilla erecta"
"Potentilla erecta macrophylla","Potentilla erecta var. macrophylla Paiche","Potentilla erecta"
"Potentilla erecta maurorum","Potentilla erecta var. maurorum Maire","Potentilla erecta"
"Potentilla erecta micrantha","Potentilla erecta var. micrantha Vocke","Potentilla erecta"
"Potentilla erecta procumbens","Potentilla erecta var. procumbens Sibth.","Potentilla erecta"
"Potentilla erecta typica","Potentilla erecta var. typica (Beck) Briq.","Potentilla erecta"
"Potentilla erecta vulgaris","Potentilla erecta var. vulgaris Cout.","Potentilla erecta"
"Potentilla fallax","Potentilla fallax (T.Marsson) Callier","Potentilla erecta"
"Potentilla favratii","Potentilla favratii Zimmeter","Potentilla erecta"
"Potentilla laeta","Potentilla laeta Salisb.","Potentilla erecta"
"Potentilla monacensis","Potentilla monacensis Woerl.","Potentilla erecta"
"Potentilla neumayeriana","Potentilla neumayeriana Tratt.","Potentilla erecta"
"Potentilla neymeyeriana","Potentilla neymeyeriana Rchb.","Potentilla erecta"
"Potentilla pubescens","Potentilla pubescens (Holler ex Woerl.) Poeverl.","Potentilla erecta"
"Potentilla reducta","Potentilla reducta (Rouy & E.G.Camus) A.W.Hill","Potentilla erecta"
"Potentilla sciaphila","Potentilla sciaphila Zimmeter","Potentilla erecta"
"Potentilla silvestris strictissima","Potentilla silvestris f. strictissima (Zimmeter) Beck","Potentilla erecta"
"Potentilla silvestris monacensis","Potentilla silvestris var. monacensis (Woerl. ex Zimmeter) C.W.Christ.","Potentilla erecta"
"Potentilla silvestris perpusilla","Potentilla silvestris var. perpusilla Börner","Potentilla erecta"
"Potentilla strictissima","Potentilla strictissima Zimmeter","Potentilla erecta"
"Potentilla strictissima hirsuta","Potentilla strictissima f. hirsuta Domin","Potentilla erecta"
"Potentilla strictissima turfosa","Potentilla strictissima f. turfosa Domin","Potentilla erecta"
"Potentilla sylvestris","Potentilla sylvestris Neck.","Potentilla erecta"
"Potentilla sylvestris incisa","Potentilla sylvestris f. incisa Domin","Potentilla erecta"
"Potentilla sylvestris sylvatica","Potentilla sylvestris f. sylvatica R.Uechtr.","Potentilla erecta"
"Potentilla sylvestris curiensis","Potentilla sylvestris var. curiensis (Brügger) Th.Wolf","Potentilla erecta"
"Potentilla sylvestris distendens","Potentilla sylvestris var. distendens Th.Wolf","Potentilla erecta"
