"accepted_taxa","original_taxa_Midolo2023","Disturbance.Frequency_Midolo2023","Disturbance.Frequency.herblayer_Midolo2023","Disturbance.Severity_Midolo2023","Disturbance.Severity.herblayer_Midolo2023","Grazing.Pressure_Midolo2023","Mowing.Frequency_Midolo2023","Soil.Disturbance_Midolo2023","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023","original_taxa_Baseflor","Chorology_Baseflor","Flower.color_Baseflor","Dispersal.mode_Baseflor","Flowering_Baseflor","Inflorescence_Baseflor","Pollination_Baseflor","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectance.periphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers","original_taxa_Hodgson2023","Lifecycle_Hodgson2023","SLA_mm2.mg-1_Hodgson2023","Vegetative.propagation_Hodgson2023","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Inflorescence_GIFT","Leaf.area_cm2_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT","original_taxa_FlorealData","Flower.color_FlorealData","Lifeform_FlorealData","Plant.height_cm_FlorealData","original_taxa_Ecoflora","Plant.height_m_Ecoflora","Seed.mass_mg_Ecoflora","original_taxa_Biolflor","Flower.UV.reflectance_Biolflor","Seed.mass_mg_Biolflor","original_taxa_CLOPLA","Clonal.index_CLOPLA","offspring_CLOPLA","offspring.wsmall_CLOPLA","lateral.spread_cm_CLOPLA","original_taxa_Ladouceur2019","Clonal.index_Ladouceur2019","Clonal.presence_Ladouceur2019","Flowering.duration_month_Ladouceur2019","Flowering.onset_month_Ladouceur2019","Plant.height_cm_Ladouceur2019","Radial.growth_mm.year-1_Ladouceur2019","Seed.dormancy_Ladouceur2019","Seed.mass_mg_Ladouceur2019","Seeding.onset_month_Ladouceur2019","Seeding.season_Ladouceur2019","SLA_cm2.g-1_Ladouceur2019"
"Ranunculus ficaria","Ficaria verna",0.17419,1.41859,0.66551,0.27982,0.19647,0.08796,0.14036,"Ficaria verna",NA,6.4,6.8,6.8,0,NA,"Ficaria verna","3","Myrmecochory",0.154333333333333,2.39573316666666,"Ficaria verna","Européen méridional","Jaune","Myrmécochore",NA,"Cyme unipare hélicoïde","Entomogame","Ficaria verna","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.51432835,3.699354148,6.04798745,5.196913186,"Plenty","Plenty","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ficaria verna","Herb.perenn",32.78714286,"0","Ranunculus ficaria","Zoochorous",NA,"Yellow",NA,NA,3,2,NA,6.73,"Perennial","C3",0.3,0.1685,"Biotic","Insect",NA,0.00271266666666667,317.88,"Ficaria verna","Jaune","Autre",12.5,"Ficaria verna",0.05,1.195,"Ficaria verna",28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus flammula","Ranunculus flammula",1.41658,1.80437,0.41482,0.39604,0.26799,0.41353,0.15333,"Ranunculus flammula",7.3,9.2,2.1,3.8,0.4,5,"Ranunculus flammula","1","Local non-specific dispersal",0.283,0.411833333333333,"Ranunculus flammula","Holarctique","Jaune","Hydrochore",NA,"Cyme unipare hélicoïde","Entomogame, autogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus flammula","Herb.perenn",19.54333333,"1","Ranunculus flammula",NA,NA,NA,NA,NA,NA,NA,NA,6.56583,"Perennial","C3",0.7,0.341666666666667,"Biotic","Insect",NA,0.00488258325,169.87,"Ranunculus flammula","Jaune","Autre",50,"Ranunculus flammula",0.47,0.37,"Ranunculus flammula",18.5,NA,"""ranunculus flammula l.""","4",1,1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus gramineus","Ranunculus gramineus",1.00505,1.76813,0.49223,0.40808,0.38543,0.36144,0.18284,"Ranunculus gramineus",8.3,3,1.7,8,0,NA,"Ranunculus gramineus","1","Local non-specific dispersal",0.295,NA,"Ranunculus gramineus","Méditerranéen occidental","Jaune","Barochore","5-6","Fleur solitaire terminale","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus gramineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus lanuginosus","Ranunculus lanuginosus",0.10011,1.32984,0.67256,0.19435,0.18578,0.03276,0.10607,"Ranunculus lanuginosus",3.3,6.2,7,7,0,5,"Ranunculus lanuginosus","3","Myrmecochory",0.488,1.81999999999999,"Ranunculus lanuginosus","Européen central","Jaune","Épizoochore",NA,"Cyme unipare hélicoïde","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus lanuginosus","Anemochorous","Anemochorous",NA,NA,NA,NA,NA,NA,59.17375,"Perennial","C3",0.8,0.425,"Biotic","Insect",NA,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus lanuginosus",12.5,NA,"""ranunculus lanuginosus l.""","3",1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus macrophyllus","Ranunculus macrophyllus",1.00229,1.93028,0.46,0.39123,0.3283,0.47616,0.15,"Ranunculus macrophyllus",7,7.5,5.5,6,0,8,"Ranunculus macrophyllus","2","Local non-specific dispersal",0.385,5.4928,"Ranunculus macrophyllus","Méditerranéen occidental","Jaune","Hydrochore","5-6","Cyme unipare hélicoïde","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus minimus","Myosurus minimus",1.92902,2.14146,0.76826,0.76492,0.19684,0.28445,0.57859,"Myosurus minimus",8,6.8,4.4,6,0.6,NA,"Myosurus minimus",NA,"Hydrochory",0.08,0.0820111111111111,"Myosurus minimus","Circumboréal","Jaune","Barochore","4-6","Fleur solitaire terminale","Entomogame","Myosurus minimus","Green","Flowers with open nectar","Disk flowers with nectar open",1,4.65,6.14,4.65,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus minimus","Anemochorous",NA,NA,NA,NA,NA,NA,NA,1.12,"Annual","C3",0.2,0.0793333333333333,"Biotic","Insect","Insect",0.000926,205.97,NA,NA,NA,NA,"Myosurus minimus",0.075,NA,"Myosurus minimus",11.5,0.150666666666667,"""myosurus minimus l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus muricatus","Ranunculus muricatus",1.14814,1.95615,0.72389,0.68103,0.23009,0.37229,0.36,"Ranunculus muricatus",8.2,NA,NA,4.8,0,NA,"Ranunculus muricatus","6","Epizoochory",0.22125,11.589,"Ranunculus muricatus","Méditerranéen","Jaune","Épizoochore","4-6","Cyme unipare hélicoïde","Entomogame","Ranunculus muricatus","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.517132287,3.983124557,6.219802066,4.83692149,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus muricatus","Ann",33.2982579,NA,"Ranunculus muricatus",NA,NA,"Yellow",1,0.45,2,1,NA,NA,"Annual","C3",0.5,0.2,"Biotic","Insect",NA,0.0115945,NA,NA,NA,NA,NA,"Ranunculus muricatus",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus paludosus","Ranunculus paludosus",0.67138,1.81263,0.6684,0.49843,0.39322,0.19921,0.31962,"Ranunculus paludosus",8.2,NA,NA,5.4,0,8,"Ranunculus paludosus","1","Local non-specific dispersal",0.2,0.224023333333333,"Ranunculus paludosus","Méditerranéen-atlantique","Jaune","Épizoochore","4-6","Cyme unipare hélicoïde","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus paludosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",NA,NA,NA,NA,NA,0.000209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus parviflorus","Ranunculus parviflorus",1.08447,1.94622,0.71667,0.66607,0.26379,0.4723,0.38491,"Ranunculus parviflorus",7.8,4,5.5,6,0,7.3,"Ranunculus parviflorus","1","Local non-specific dispersal",0.15,1.1768,"Ranunculus parviflorus","Méditerranéen-atlantique","Jaune","Épizoochore","4-6","Cyme unipare hélicoïde","Entomogame","Ranunculus parviflorus","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.517132287,3.983124557,6.219802066,4.83692149,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,"Ranunculus parviflorus","H","Sr","A","Ranunculus parviflorus","Ann",38.94643787,NA,"Ranunculus parviflorus",NA,NA,NA,0.35,0.15,NA,NA,NA,NA,"Annual","C3",0.45,0.1875,"Biotic","Insect",NA,0.00116958333333333,NA,NA,NA,NA,NA,"Ranunculus parviflorus",0.25,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus repens","Ranunculus repens",1.02734,1.80642,0.53692,0.48641,0.33182,0.6097,0.26598,"Ranunculus repens",6.3,7.3,6.5,5.8,0.7,5,"Ranunculus repens","1","Local non-specific dispersal",0.251333333333333,2.34189898990909,"Ranunculus repens","Holarctique","Jaune","Épizoochore","5-9","Cyme unipare hélicoïde","Entomogame","Ranunculus repens","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.08,1,8.04,6,"Present","Plenty","Actinomorphe",3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus repens","Herb.perenn",27.91403582,"1","Ranunculus repens","Hydrochorous",NA,"Yellow",1.2,0.6,3,2,NA,35.93556,"Perennial","C3",0.7,0.426,"Biotic","Insect",NA,0.00586225,247.25,"Ranunculus repens","Jaune","Autre",15,"Ranunculus repens",0.375,2.06,"Ranunculus repens",12.5,NA,"""ranunculus repens l.""","6",5.1,5.1,25.5,"Ranunculus repens","6","1",5,"5",27.1117,NA,"Mpd",2.241338462,"10","Autumn",247.21
"Ranunculus reptans","Ranunculus reptans",0.98744,1.50888,0.315,0.25091,0.14727,0.14989,0.14839,"Ranunculus reptans",8.1,9.8,2,7.3,0,4.6,"Ranunculus reptans","6","Epizoochory",0.138888888888889,0.3778125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus reptans","Herb.perenn",16.66666667,"1","Ranunculus reptans",NA,NA,NA,NA,NA,NA,NA,NA,0.53,"Perennial","C3",0.3,0.117,"Biotic","Insect",NA,0.000378,136,NA,NA,NA,NA,"Ranunculus reptans",0.25,NA,"Ranunculus reptans",NA,NA,"""ranunculus reptans l.""","5",6,6,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sardous","Ranunculus sardous",1.57481,2.11501,0.57824,0.56509,0.41304,0.61945,0.27262,"Ranunculus sardous",8.1,NA,6.9,6.7,1.4,6.3,"Ranunculus sardous","1","Local non-specific dispersal",0.217333333333333,1.44786,"Ranunculus sardous","Eurasiatique méridional","Jaune","Anémochore",NA,"Cyme unipare hélicoïde","Entomogame","Ranunculus sardous","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.23,4.94,8.04,5.94,"Plenty","Plenty","Actinomorphe",53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus sardous","Ann",31.665,NA,"Ranunculus sardous","Unspecialized",NA,"Yellow",1,0.7,2.2,1.2,NA,7.345,"Annual","C3",0.6,0.2335,"Biotic","Insect",NA,0.0012785,344.1,"Ranunculus sardous","Jaune","Autre",25,"Ranunculus sardous",0.216666666666667,NA,"Ranunculus sardous",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sceleratus","Ranunculus sceleratus",1.59156,1.87054,0.4727,0.46356,0.28374,0.26241,0.17954,"Ranunculus sceleratus",8.4,8.8,8.7,7.1,1.4,5.9,"Ranunculus sceleratus","6","Epizoochory",0.420666666666667,0.165166666666666,"Ranunculus sceleratus","Holarctique","Jaune","Hydrochore",NA,"Cyme unipare hélicoïde","Entomogame, autogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus sceleratus","Ann",41.20777778,NA,"Ranunculus sceleratus","Hydrochorous",NA,NA,NA,NA,NA,NA,NA,11.15375,"Annual","C3",1,0.422666666666667,"Biotic","Insect","Fly",0.00614458333333333,341.73,NA,NA,NA,NA,"Ranunculus sceleratus",0.35,0.16,"Ranunculus sceleratus",28.25,NA,"""ranunculus sceleratus l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus tuberosus","Ranunculus villosus",0.12651,1.4275,0.6697,0.23529,0.22424,0.06981,0.14242,"Ranunculus villosus",5,7,NA,NA,NA,5.5,"Ranunculus villosus","2","Local non-specific dispersal",0.425,NA,"Ranunculus tuberosus","Européen méridional","Jaune","Épizoochore","5-7","Cyme unipare hélicoïde","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ranunculus tuberosus","Anemochorous","Anemochorous",NA,NA,NA,NA,NA,NA,NA,"Perennial",NA,0.5,NA,"Biotic","Insect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus","Raphanus raphanistrum",1.91951,2.0552,0.84263,0.83946,0.13532,0.40283,0.77736,"Raphanus raphanistrum_Raphanus sativus",7.2,4.7,8,6.55,0,7,"Raphanus raphanistrum_Raphanus sativus","2","Local non-specific dispersal",0.4655,19.1044971666666,"Raphanus raphanistrum_Raphanus raphanistrum subsp. raphanistrum_Raphanus sativus","Eurasiatique_Eurasiatique tempéré","Blanc","Barochore",NA,"Racème simple","Entomogame","Raphanus raphanistrum_Raphanus sativus","Violet_Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",5.5866976055,5.1572221775,7.3242152125,5.663691754,"Present","Plenty","Actinomorphe",7.5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus raphanistrum  subsp. raphanistrum","Ann",26.12285714,NA,"Raphanus raphanistrum_Raphanus sativus","Unspecialized",NA,NA,2.5,1,NA,NA,"Raceme",81.522965,"Annual","C3",1.5,0.474444444444444,"Biotic","Insect",NA,0.0286201721428571,313.15,"Raphanus raphanistrum_Raphanus sativus","Jaune","Autre",57.5,"Raphanus raphanistrum",0.45,NA,"Raphanus raphanistrum_Raphanus sativus",48,NA,"""raphanus raphanistrum l.""_""raphanus sativus l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum","Raphanus raphanistrum",1.91951,2.0552,0.84263,0.83946,0.13532,0.40283,0.77736,"Raphanus raphanistrum",7.4,4.4,NA,5.1,0,NA,"Raphanus raphanistrum","2","Local non-specific dispersal",0.474,27.5089943333333,"Raphanus raphanistrum","Eurasiatique tempéré","Blanc","Barochore",NA,"Racème simple","Entomogame","Raphanus raphanistrum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",6.18,5.87,7.88,6.05,"Present","Plenty","Actinomorphe",3.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus raphanistrum","Unspecialized",NA,NA,2.5,1,NA,NA,"Raceme",81.522965,"Annual","C3",1.5,0.474444444444444,"Biotic","Insect",NA,0.0286201721428571,313.15,"Raphanus raphanistrum","Jaune","Autre",45,"Raphanus raphanistrum",0.45,NA,"Raphanus raphanistrum",48,NA,"""raphanus raphanistrum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum raphanistrum","Raphanus raphanistrum",1.91951,2.0552,0.84263,0.83946,0.13532,0.40283,0.77736,"Raphanus raphanistrum",7.4,4.4,NA,5.1,0,NA,"Raphanus raphanistrum","2","Local non-specific dispersal",0.474,27.5089943333333,"Raphanus raphanistrum subsp. raphanistrum","Eurasiatique tempéré","Blanc","Barochore",NA,"Racème simple","Entomogame","Raphanus raphanistrum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",6.18,5.87,7.88,6.05,"Present","Plenty","Actinomorphe",3.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus raphanistrum  subsp. raphanistrum","Ann",26.12285714,NA,"Raphanus raphanistrum","Unspecialized",NA,NA,2.5,1,NA,NA,"Raceme",81.522965,"Annual","C3",1.5,0.474444444444444,"Biotic","Insect",NA,0.0286201721428571,313.15,"Raphanus raphanistrum","Jaune","Autre",45,"Raphanus raphanistrum",0.45,NA,"Raphanus raphanistrum",48,NA,"""raphanus raphanistrum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum sativus","Raphanus raphanistrum",1.91951,2.0552,0.84263,0.83946,0.13532,0.40283,0.77736,"Raphanus raphanistrum",7.4,4.4,NA,5.1,0,NA,"Raphanus raphanistrum","2","Local non-specific dispersal",0.474,27.5089943333333,"Raphanus raphanistrum","Eurasiatique tempéré","Blanc","Barochore",NA,"Racème simple","Entomogame","Raphanus raphanistrum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",6.18,5.87,7.88,6.05,"Present","Plenty","Actinomorphe",3.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus raphanistrum","Unspecialized",NA,NA,2.5,1,NA,NA,"Raceme",81.522965,"Annual","C3",1.5,0.474444444444444,"Biotic","Insect",NA,0.0286201721428571,313.15,"Raphanus raphanistrum","Jaune","Autre",45,"Raphanus raphanistrum",0.45,NA,"Raphanus raphanistrum",48,NA,"""raphanus raphanistrum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus sativus",NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus sativus",7,5,8,8,0,7,"Raphanus sativus","2","Local non-specific dispersal",0.457,10.7,"Raphanus sativus","Eurasiatique","Blanc","Barochore",NA,"Racème simple","Entomogame","Raphanus sativus","Violet","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.993395211,4.444444355,6.768430425,5.277383508,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus sativus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus sativus",NA,"Autre",70,NA,NA,NA,"Raphanus sativus",NA,NA,"""raphanus sativus l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum perenne","Rapistrum perenne",1.29814,1.75205,0.56018,0.54037,0.27395,0.752,0.2125,"Rapistrum perenne",8.2,3.6,4.6,8.4,0,6.9,"Rapistrum perenne","4","Anemochory",0.560625,4.8056,"Rapistrum perenne","Européen oriental","Jaune","Épizoochore",NA,"Racème simple","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rapistrum perenne","Anemochorous","Anemochorous",NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",1,0.562,"Biotic","Insect",NA,NA,NA,NA,NA,NA,NA,"Rapistrum perenne",0.8,NA,"Rapistrum perenne",28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum rugosum","Rapistrum rugosum",1.82939,2.04403,0.83325,0.82643,0.17859,0.68108,0.6765,"Rapistrum rugosum",7.8,3.6,5.9,7.7,0.2,NA,"Rapistrum rugosum","2","Local non-specific dispersal",0.4345,11.8633333333333,"Rapistrum rugosum","Cosmopolite","Jaune","Épizoochore",NA,"Racème simple","Entomogame","Rapistrum rugosum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.8426731,3.846425935,6.323668998,5.721143529,"Present","Plenty","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rapistrum rugosum","Ann",18.885,NA,"Rapistrum rugosum","Unspecialized",NA,"Yellow",0.8,0.6,NA,NA,NA,6.51,"Annual","C3",1,0.4565,"Biotic","Insect","Insect",0.00247113625,230,NA,NA,NA,NA,"Rapistrum rugosum",0.8,NA,"Rapistrum rugosum",28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichardia","Reichardia picroides",0.67808,1.23078,0.61476,0.46898,0.27483,0.24608,0.229,"Reichardia picroides",7.5,3,5,7,2,9.3,"Reichardia picroides","5","Anemochory",0.3,0.6716,"Reichardia picroides","Méditerranéen","Jaune","Barochore","4-7","Racème de capitules","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reichardia picroides","Herb.perenn",30.74180914,"0","Reichardia picroides","Anemochorous","Anemochorous",NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",0.5,NA,"Biotic","Insect",NA,0.00068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichardia picroides","Reichardia picroides",0.67808,1.23078,0.61476,0.46898,0.27483,0.24608,0.229,"Reichardia picroides",7.5,3,5,7,2,9.3,"Reichardia picroides","5","Anemochory",0.3,0.6716,"Reichardia picroides","Méditerranéen","Jaune","Barochore","4-7","Racème de capitules","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reichardia picroides","Herb.perenn",30.74180914,"0","Reichardia picroides","Anemochorous","Anemochorous",NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",0.5,NA,"Biotic","Insect",NA,0.00068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda","Reseda alba_Reseda lutea_Reseda luteola_Reseda phyteuma",1.376795,1.7166225,0.7041475,0.6787925,0.21365,0.6117475,0.4141375,"Reseda alba_Reseda lutea_Reseda luteola_Reseda phyteuma",8.075,3.2,5.25,7.875,0.125,8.7,"Reseda alba_Reseda lutea_Reseda luteola_Reseda phyteuma","1_3","Local non-specific dispersal_Myrmecochory",0.497382916666667,0.635362121209596,"Reseda alba_Reseda lutea_Reseda luteola_Reseda phyteuma_Reseda undata","Circumboréal_Européen_Méditerranéen_Méditerranéen occidental","Blanc_Jaune","Barochore_Épizoochore",NA,"Racème simple","Entomogame, autogame","Reseda lutea_Reseda luteola_Reseda phyteuma","White_Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden_Disk flowers with nectar hidden nectaries at base of stamens",4.93810791533333,2.107009713,6.97166719233333,5.30806581433333,"Present","Plenty","Zygomorphe",8.83333333333333,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reseda lutea_Reseda luteola_Reseda phyteuma","Ann_Bienn",19.1071759266667,NA,"Reseda alba_Reseda lanceolata_Reseda lutea_Reseda luteola_Reseda phyteuma_Reseda undata","Unspecialized",NA,NA,0.45,0.3,NA,NA,"Raceme",12.9325,"Annual","C3",1.1475,0.501333333333334,"Biotic","Insect","Bee",0.000786473458333333,192.5375,"Reseda luteola",NA,"Autre",100,"Reseda lutea_Reseda luteola",0.7625,0.53,"Reseda alba_Reseda lutea_Reseda luteola",11.5,0.517666666666667,"""reseda lutea l.""_""reseda luteola l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda alba","Reseda alba",1.42977,1.58768,0.72641,0.70556,0.22072,0.45966,0.43105,"Reseda alba",8,3.7,NA,7.7,0.3,9,"Reseda alba","3","Myrmecochory",0.438333333333333,0.5264,"Reseda alba","Méditerranéen","Blanc","Barochore",NA,"Racème simple","Entomogame, autogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reseda alba",NA,NA,NA,NA,NA,NA,NA,NA,16.92625,NA,"C3",0.9,0.516666666666667,"Biotic","Insect","Bee",0.000407333333333333,232.4,NA,NA,NA,NA,NA,NA,NA,"Reseda alba",NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
