"accepted_taxa","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Inflorescence_GIFT","Leaf.area_cm2_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT"
"Osyris alba","Osyris alba","Zoochorous","","",NA,NA,NA,NA,"",NA,"Perennial","",NA,NA,"","","",0.1355016665,NA
"Oxalis","Oxalis acetosella_Oxalis corniculata_Oxalis dillenii_Oxalis latifolia_Oxalis pes-caprae_Oxalis stricta","Autochorous","Autochorous","Yellow",1.4,0.75,NA,NA,"Umbel",5.1339,"Perennial","C3",0.37,0.157366666666667,"Biotic","Insect","Insect",0.000320722222222222,541.993333333333
"Oxalis acetosella","Oxalis acetosella","Autochorous","Autochorous","",NA,NA,NA,NA,"",8.06,"Perennial","C3",0.12,0.091,"Biotic","Insect","",0.000961,633.88
"Oxalis corniculata","Oxalis corniculata","","","Yellow",0.9,0.2,NA,NA,"",2.2078,"","C3",0.5,0.1625,"Biotic","Insect","Insect",0.000187333333333333,415.1
"Oxalis corniculata subsp. corniculata","Oxalis corniculata","","","Yellow",0.9,0.2,NA,NA,"",2.2078,"","C3",0.5,0.1625,"Biotic","Insect","Insect",0.000187333333333333,415.1
"Oxalis dillenii","Oxalis dillenii","Autochorous","Autochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.3,NA,"Biotic","Insect","",0.00017,NA
"Oxalis latifolia","Oxalis latifolia","","","",1.3,0.9,NA,NA,"",NA,"Perennial","C3",0.35,0.2,"Biotic","Insect","",2e-04,NA
"Oxalis pes-caprae","Oxalis pes-caprae","","","Yellow",2.6,1.3,NA,NA,"Umbel",NA,"Perennial","C3",0.5,0.158333333333333,"Biotic","Insect","Insect",2e-04,NA
"Oxalis stricta","Oxalis stricta","","","Yellow",0.8,0.6,NA,NA,"",NA,"Perennial","C3",0.45,0.175,"Biotic","Insect","Insect",0.000206,577
"Oxybasis glauca","Oxybasis glauca","Unspecialized","","",NA,NA,NA,NA,"",2.28875,"Annual","C3",0.75,0.204,"Abiotic","Wind","Wind",0.0199055333333333,235.6
"Oxybasis rubra","Oxybasis rubra","","","",NA,NA,NA,NA,"",13.593,"Annual","C3",1.2,0.8645,"Abiotic","Wind","Wind",0.000113724333333333,208.16
"Oxybasis urbica","Oxybasis urbica","","","",NA,NA,NA,NA,"",6.43555,"Annual","C3",1,0.38,"Abiotic","Wind","",0.000385,136.1
"Pallenis spinosa","Pallenis spinosa","Hydrochorous","","Yellow",NA,NA,7,2.5,"",NA,"","C3",1,NA,"","","",0.00112,NA
"Pancratium maritimum","Pancratium maritimum","","Anthropochorous","White",5,3.5,NA,NA,"Umbel",NA,"Perennial","C3",0.6,NA,"Biotic","Insect","",0.0439858335,NA
"Panicum","Panicum capillare_Panicum dichotomiflorum_Panicum hillmanii_Panicum miliaceum_Panicum virgatum","Anemochorous","","",NA,NA,NA,NA,"Panicle",NA,"Annual_Perennial","C4",0.975,0.81,"Abiotic","Wind","Wind",0.00159316666666667,287.72
"Panicum capillare","Panicum capillare","","","",NA,NA,NA,NA,"Panicle",NA,"Annual","C4",1.2,0.2,"Abiotic","Wind","Wind",0.000344333333333333,287.72
"Panicum dichotomiflorum","Panicum dichotomiflorum","","","",NA,NA,NA,NA,"",NA,"Annual","C4",1,0.7,"Abiotic","Wind","Wind",0.000731,NA
"Panicum hillmanii","Panicum hillmanii","","","",NA,NA,NA,NA,"",NA,"Annual","",0.5,NA,"","","",0.00089,NA
"Panicum miliaceum","Panicum miliaceum","Anemochorous","","",NA,NA,NA,NA,"Panicle",NA,"Annual","C4",1.2,0.69,"Abiotic","Wind","Wind",0.0044735,NA
"Panicum miliaceum subsp. miliaceum","Panicum miliaceum","Anemochorous","","",NA,NA,NA,NA,"Panicle",NA,"Annual","C4",1.2,0.69,"Abiotic","Wind","Wind",0.0044735,NA
"Panicum miliaceum subsp. ruderale","Panicum miliaceum","Anemochorous","","",NA,NA,NA,NA,"Panicle",NA,"Annual","C4",1.2,0.69,"Abiotic","Wind","Wind",0.0044735,NA
"Panicum virgatum","Panicum virgatum","","","",NA,NA,NA,NA,"",NA,"Perennial","C4",NA,1.65,"Abiotic","Wind","Wind",0.001527,NA
"Papaver","Papaver cambricum_Papaver dubium_Papaver rhoeas_Papaver somniferum","Anemochorous_Unspecialized","","",6,2,6.33333333333333,2.33333333333333,"",55.9125,"Annual_Perennial","C3",1.025,0.447625,"Biotic","Insect","",0.00020756335,326.965
"Papaver cambricum","Papaver cambricum","Unspecialized","","",NA,NA,NA,NA,"",23.535,"Perennial","C3",0.6,0.375,"Biotic","Insect","",0.0002105,355
"Papaver dubium","Papaver dubium","Anemochorous","","",NA,NA,6,2,"",46.27,"Annual","C3",1,0.362,"Biotic","Insect","",0.0001172534,239.86
"Papaver rhoeas","Papaver rhoeas","","","",6,2,6,3,"",49.865,"Annual","C3",1,0.4035,"Biotic","Insect","",0.000159,330.7
"Papaver somniferum","Papaver somniferum","","","",6,2,7,2,"",103.98,"Annual","C3",1.5,0.65,"Biotic","Insect","",0.0003435,382.3
"Papaver x hungaricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia","Parentucellia latifolia","Zoochorous","Zoochorous","",1,0.8,NA,NA,"",NA,"Annual","C3",0.3,NA,"","","",1.785e-05,NA
"Parentucellia latifolia","Parentucellia latifolia","Zoochorous","Zoochorous","",1,0.8,NA,NA,"",NA,"Annual","C3",0.3,NA,"","","",1.785e-05,NA
"Parietaria judaica","Parietaria judaica","Unspecialized","","",NA,NA,NA,NA,"Raceme",8.57,"Perennial","C3",0.9,0.312,"Abiotic","Wind","Wind",0.000226,331.67
"Paronychia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenocissus","Parthenocissus quinquefolia_Parthenocissus vitacea","Zoochorous","","",NA,NA,NA,NA,"",136.6225,"Perennial","C3",30,6.76666666666667,"Biotic","Insect","Insect",0.02388541675,198.35
"Parthenocissus inserta","Parthenocissus quinquefolia_Parthenocissus vitacea","Zoochorous","","",NA,NA,NA,NA,"",136.6225,"Perennial","C3",30,6.76666666666667,"Biotic","Insect","Insect",0.02388541675,198.35
"Paspalum","Paspalum dilatatum_Paspalum distichum","Unspecialized","Anthropochorous","",0.26,0.18,NA,NA,"Panicle",NA,"Perennial","C4",1.3,0.52,"Abiotic","Wind","Wind",0.00187471433333333,NA
"Paspalum dilatatum","Paspalum dilatatum","","Anthropochorous","",0.2,NA,NA,NA,"",NA,"Perennial","C4",2,0.655,"Abiotic","Wind","",0.00152242866666667,NA
"Paspalum distichum","Paspalum distichum","Unspecialized","","",0.32,0.18,NA,NA,"Panicle",NA,"Perennial","C4",0.6,0.385,"Abiotic","Wind","Wind",0.002227,NA
"Pastinaca","Pastinaca sativa","Anemochorous","","",NA,NA,NA,NA,"",149.145,"Biennial","C3",16,3.53333333333333,"Biotic","Insect","",0.0039862,329.33
"Pastinaca sativa","Pastinaca sativa","Anemochorous","","",NA,NA,NA,NA,"",149.145,"Biennial","C3",16,3.53333333333333,"Biotic","Insect","",0.0039862,329.33
"Pastinaca sativa subsp. sativa","Pastinaca sativa","Anemochorous","","",NA,NA,NA,NA,"",149.145,"Biennial","C3",16,3.53333333333333,"Biotic","Insect","",0.0039862,329.33
"Pastinaca sativa subsp. urens","Pastinaca sativa","Anemochorous","","",NA,NA,NA,NA,"",149.145,"Biennial","C3",16,3.53333333333333,"Biotic","Insect","",0.0039862,329.33
"Pelargonium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria","Persicaria acuminata_Persicaria amphibia_Persicaria hydropiper_Persicaria lapathifolia_Persicaria maculosa_Persicaria minor","Hydrochorous","Hydrochorous","",0.3,0.2,NA,NA,"Panicle",22.1002133333333,"Annual_Perennial","C3",1.48333333333333,0.592770833333333,"Biotic","Insect","Insect",0.00182940916666667,279.233333333333
"Persicaria acuminata","Persicaria acuminata","Hydrochorous","","",NA,NA,NA,NA,"",NA,"Perennial","",2,NA,"","","",NA,NA
"Persicaria amphibia","Persicaria amphibia","Hydrochorous","Hydrochorous","",NA,NA,NA,NA,"",28.74875,"Perennial","C3",1,0.321,"Biotic","Insect","Insect",0.00282633333333333,169.74
"Persicaria dubia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria hydropiper","Persicaria hydropiper","Hydrochorous","","",NA,NA,NA,NA,"",14.07689,"Annual","C3",1.5,0.48075,"","","",0.0019634375,410.67
"Persicaria lapathifolia","Persicaria lapathifolia","","","",NA,NA,NA,NA,"",NA,"Annual","C3",3,0.925,"Biotic","Insect","Insect",0.00164730625,NA
"Persicaria maculosa","Persicaria maculosa","","","",0.3,0.2,NA,NA,"Panicle",23.475,"Annual","C3",1,0.644333333333333,"Biotic","Insect","",0.00183996875,257.29
"Persicaria minor","Persicaria minor","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.4,NA,"","","",0.00087,NA
"Petasites hybridus","Petasites hybridus","","","",NA,NA,NA,NA,"",1398.75,"Perennial","C3",1.2,0.575,"Biotic","Insect","",0.000214,220.4
"Petrorhagia prolifera","Petrorhagia prolifera","Anemochorous","","",NA,NA,NA,NA,"",0.5825,"Annual","C3",0.6,0.319,"Biotic","Insect","Insect",0.000317909,176.3
"Petrorhagia saxifraga","Petrorhagia saxifraga","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.5,0.2375,"Biotic","Insect","",0.000145,NA
"Petrosedum sediforme","Petrosedum sediforme","","","",NA,NA,NA,NA,"",NA,"Perennial","",NA,NA,"","","",8e-05,NA
"Petroselinum","Petroselinum crispum","Unspecialized","","Yellow",NA,NA,NA,NA,"Umbel",NA,"Biennial","C3",1.3,0.5875,"Biotic","Insect","Insect",0.00150266666666667,NA
"Petroselinum crispum","Petroselinum crispum","Unspecialized","","Yellow",NA,NA,NA,NA,"Umbel",NA,"Biennial","C3",1.3,0.5875,"Biotic","Insect","Insect",0.00150266666666667,NA
"Phacelia tanacetifolia","Phacelia tanacetifolia","Unspecialized","Anthropochorous","",NA,NA,NA,NA,"",31.23,"Annual","C3",1.2,0.8875,"Biotic","Insect","Bee",0.00158283333333333,288.6
"Phalaris","Phalaris aquatica_Phalaris arundinacea_Phalaris brachystachys_Phalaris canariensis_Phalaris coerulescens_Phalaris minor_Phalaris paradoxa","Unspecialized","Anthropochorous","",0.441666666666667,0.325,NA,NA,"Panicle",31.3,"Annual_Perennial","C3",1.42857142857143,0.804333333333334,"Abiotic","Wind","Wind",0.00265679457142857,231.29
"Phalaris aquatica","Phalaris aquatica","","","",0.45,0.3,NA,NA,"Panicle",NA,"Perennial","C3",1.8,1.2,"Abiotic","Wind","",0.00143093333333333,NA
"Phalaris arundinacea","Phalaris arundinacea","","","",NA,NA,NA,NA,"",33.66,"Perennial","C3",2,1.41666666666667,"Abiotic","Wind","Wind",0.000714878666666667,244.18
"Phalaris brachystachys","Phalaris brachystachys","Unspecialized","Anthropochorous","",0.55,0.45,NA,NA,"Panicle",NA,"Annual","C3",1,NA,"Abiotic","Wind","",0.002195,NA
"Phalaris canariensis","Phalaris canariensis","","","",0.55,0.4,NA,NA,"Panicle",28.94,"Annual","C3",1.2,0.555,"Abiotic","Wind","Wind",0.005633,218.4
"Phalaris coerulescens","Phalaris coerulescens","Unspecialized","Anthropochorous","",0.4,0.3,NA,NA,"Panicle",NA,"Perennial","C3",1.2,NA,"Abiotic","Wind","",0.0057775,NA
"Phalaris minor","Phalaris minor","","","",0.4,0.25,NA,NA,"Panicle",NA,"Annual","C3",1.8,0.5,"Abiotic","Wind","",0.00145875,NA
"Phalaris paradoxa","Phalaris paradoxa","Unspecialized","Anthropochorous","",0.3,0.25,NA,NA,"Panicle",NA,"Annual","C3",1,0.35,"Abiotic","Wind","",0.0013875,NA
"Phedimus spurius","Phedimus spurius","","","",NA,NA,NA,NA,"",1.56,"Perennial","C3",0.2,0.125,"Biotic","Insect","Insect",8.5e-05,127.9
"Phelipanche nana","Orobanche nana","","","",1.5,1.1,NA,NA,"",NA,"Annual","",0.2,NA,"","","",NA,NA
"Phelipanche purpurea","Orobanche arenaria_Orobanche purpurea","Anemochorous","Anemochorous","Violet",2.5,1.8,NA,NA,"",NA,"Perennial","",0.55,0.225,"Biotic","Insect","Bee",9.5e-06,NA
"Phelipanche ramosa","Orobanche ramosa","Anemochorous","Anemochorous","",1.3,1,NA,NA,"",NA,"Annual","",0.5,0.304803706,"Biotic","Insect","Bee",5e-06,NA
"Phillyrea media","Phillyrea latifolia","Zoochorous","Zoochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",15,NA,"","","",0.027895,78.38
"Phleum","Phleum arenarium_Phleum bertolonii_Phleum exaratum_Phleum hirsutum_Phleum paniculatum_Phleum phleoides_Phleum pratense_Phleum subulatum","Anemochorous_Unspecialized","Anemochorous","",NA,NA,NA,NA,"",3.51375,"Annual_Perennial","C3",0.69125,0.295066666666667,"Abiotic","Wind","Wind",0.000236285523809524,216.675
"Phleum arenarium","Phleum arenarium","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.13,0.075,"Abiotic","Wind","Wind",0.0002052,NA
"Phleum exaratum","Phleum exaratum","","","",NA,NA,NA,NA,"",NA,"Annual","",0.4,NA,"","","",0.00024,NA
"Phleum hirsutum","Phleum hirsutum","Anemochorous","Anemochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.6,0.3,"","","",0.000225,NA
"Phleum nodosum","Phleum bertolonii","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.5,NA,"","","",0.00029,NA
"Phleum paniculatum","Phleum paniculatum","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.5,0.14,"Abiotic","Wind","",0.0001075,NA
"Phleum phleoides","Phleum phleoides","Anemochorous","","",NA,NA,NA,NA,"",3.2275,"Perennial","C3",0.9,0.3,"Abiotic","Wind","",0.0001605,175.2
"Phleum pratense","Phleum pratense","Unspecialized","","",NA,NA,NA,NA,"",3.8,"Perennial","C3",1.5,0.660333333333333,"Abiotic","Wind","Wind",0.000425798666666667,258.15
"Phleum subulatum","Phleum subulatum","","","",NA,NA,NA,NA,"",NA,"Annual","C3",1,NA,"","","",NA,NA
"Phragmites","Phragmites australis","Anemochorous","","",1.2,0.7,NA,NA,"Panicle",69.25875,"Perennial","C3",9,3.075,"Abiotic","Wind","Wind",0.00042729175,163.03
"Phragmites australis","Phragmites australis","Anemochorous","","",1.2,0.7,NA,NA,"Panicle",69.25875,"Perennial","C3",9,3.075,"Abiotic","Wind","Wind",0.00042729175,163.03
"Physalis peruviana","Physalis peruviana","Zoochorous","","Yellow",NA,NA,2.5,1.5,"",NA,"Perennial","C3",2,0.945,"Biotic","Insect","",0.0008498335,445.5
"Physalis viscosa","Physalis viscosa","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.5,0.6,"Biotic","Insect","Insect",0.000445,NA
"Physocarpus opulifolius","Physocarpus opulifolius","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",3,3,"Biotic","Insect","Insect",0.000613366666666667,243.9
"Phytolacca","Phytolacca americana","Zoochorous","","",0.5,0.4,NA,NA,"",NA,"Perennial","C3",3,2.425,"Biotic","Insect","",0.00686957133333333,NA
"Phytolacca americana","Phytolacca americana","Zoochorous","","",0.5,0.4,NA,NA,"",NA,"Perennial","C3",3,2.425,"Biotic","Insect","",0.00686957133333333,NA
"Picea abies","Picea abies","Anemochorous","","",NA,NA,NA,NA,"",NA,"Perennial","C3",50,45,"Abiotic","Wind","Wind",0.0174878858,68.46
"Picnomon acarna","Picnomon acarna","","","",1.9,1.4,NA,NA,"",NA,"Annual","",1,NA,"","","",0.0096083335,NA
"Picris","Picris hieracioides","Anemochorous","","",NA,NA,NA,NA,"",23.2755,"","C3",2,0.63075,"Biotic","Insect","",0.001218,247.78
"Picris hieracioides","Picris hieracioides","Anemochorous","","",NA,NA,NA,NA,"",23.2755,"","C3",2,0.63075,"Biotic","Insect","",0.001218,247.78
"Picris hieracioides subsp. hieracioides","Picris hieracioides","Anemochorous","","",NA,NA,NA,NA,"",23.2755,"","C3",2,0.63075,"Biotic","Insect","",0.001218,247.78
"Pilosella","Pilosella aurantiaca_Pilosella cymosa_Pilosella officinarum_Pilosella piloselloides","Anemochorous_Zoochorous","","",NA,NA,NA,NA,"",9.96416666666667,"Perennial","C3",0.8375,0.186875,"Biotic","Insect","Insect",0.000120364583333333,227.323333333333
"Pilosella aurantiaca","Pilosella aurantiaca","","","",NA,NA,NA,NA,"",15.1275,"Perennial","C3",0.7,0.1875,"Biotic","Insect","Insect",0.000148,277.67
"Pilosella cymosa","Pilosella cymosa","Zoochorous","","",NA,NA,NA,NA,"",13.905,"Perennial","C3",1.4,0.2,"Biotic","Insect","",0.000115,213.3
"Pilosella officinarum","Pilosella officinarum","Anemochorous","","",NA,NA,NA,NA,"",0.86,"Perennial","C3",0.4,0.06,"Biotic","Insect","Insect",0.000218458333333333,191
"Pilosella piloselloides","Pilosella piloselloides","Anemochorous","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.85,0.3,"Biotic","Insect","Insect",0,NA
"Pimpinella","Pimpinella major_Pimpinella saxifraga","","","",NA,NA,NA,NA,"",59.7175,"Perennial","C3",0.95,0.5355,"Biotic","Insect","Bee_Insect",0.0016194875,196.9
"Pimpinella major","Pimpinella major","","","",NA,NA,NA,NA,"",93.34,"Perennial","C3",1,0.658,"Biotic","Insect","Insect",0.0020776,235.83
"Pimpinella saxifraga","Pimpinella saxifraga","","","",NA,NA,NA,NA,"",26.095,"Perennial","C3",0.9,0.413,"Biotic","Insect","Bee",0.001161375,157.97
"Pimpinella saxifraga subsp. saxifraga","Pimpinella saxifraga","","","",NA,NA,NA,NA,"",26.095,"Perennial","C3",0.9,0.413,"Biotic","Insect","Bee",0.001161375,157.97
"Pinus halepensis","Pinus halepensis","Anemochorous","Anemochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",25,15,"Abiotic","Wind","",0.022811111,NA
"Pinus nigra","Pinus nigra","Anemochorous","Anemochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",45,35.6666666666667,"Abiotic","Wind","Wind",0.0195483928333333,68.39
"Pinus sylvestris","Pinus sylvestris","","","",NA,NA,NA,NA,"",0.65943,"Perennial","C3",40,32.875,"Abiotic","Wind","Wind",0.00664956666666667,52.2479930283334
"Piptatherum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia lentiscus","Pistacia lentiscus","Zoochorous","Zoochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",8,NA,"","","",0.023458889,47.1
"Pistacia terebinthus","Pistacia terebinthus","Zoochorous","Zoochorous","",NA,NA,NA,NA,"",NA,"Perennial","C3",8,NA,"","","",0.0445866666666667,NA
"Pistacia vera","Pistacia vera","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",10,NA,"","","",1.17625,NA
"Pisum","Lathyrus oleraceus","","","",0.3,0.2,NA,NA,"",NA,"Annual","C3",1,1.325,"Biotic","Insect","Bee",0.1569533805,207.5
"Pisum sativum","Lathyrus oleraceus","","","",0.3,0.2,NA,NA,"",NA,"Annual","C3",1,1.325,"Biotic","Insect","Bee",0.1569533805,207.5
"Pisum sativum subsp. sativum","Lathyrus oleraceus","","","",0.3,0.2,NA,NA,"",NA,"Annual","C3",1,1.325,"Biotic","Insect","Bee",0.1569533805,207.5
"Plantago","Plantago afra_Plantago albicans_Plantago altissima_Plantago argentea_Plantago barbata_Plantago bellardii_Plantago coronopus_Plantago indica_Plantago lagopus_Plantago lanceolata_Plantago major_Plantago media_Plantago monosperma_Plantago weldenii","Anemochorous_Unspecialized_Zoochorous","Anemochorous_Zoochorous","Yellow",0.3,0.2,NA,NA,"Spike",46.694335,"Annual_Perennial","C3",0.500909090909091,0.218666666666667,"Abiotic_Biotic","Insect_Wind","Wind",0.000857684121212121,185.413
"Plantago afra","Plantago afra","Zoochorous","Zoochorous","",NA,NA,NA,NA,"Spike",NA,"Annual","C3",0.34,NA,"","","",0.000974,NA
"Plantago albicans","Plantago albicans","","","",NA,NA,NA,NA,"Spike",NA,"Perennial","",0.4,NA,"","","",0.000868,NA
"Plantago altissima","Plantago altissima","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",1,NA,"","","",NA,NA
"Plantago arenaria","Plantago indica","Unspecialized","","",NA,NA,NA,NA,"",0.9225,"Annual","C3",0.6,0.33,"Abiotic","Wind","Wind",0.00107916666666667,167.05
"Plantago argentea","Plantago argentea","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",NA,NA,"","","",0.00225,NA
"Plantago barbata monanthos","Plantago barbata","Anemochorous","","",NA,NA,NA,NA,"",NA,"Perennial","",NA,NA,"","","",NA,NA
"Plantago bellardii","Plantago bellardii","","","Yellow",NA,NA,NA,NA,"Spike",NA,"Annual","C3",0.08,NA,"","","",0.0016,NA
"Plantago coronopus","Plantago coronopus","","","",NA,NA,NA,NA,"Spike",1.87688,"Annual","C3",0.34,0.048,"Abiotic","Wind","Wind",0.000196703666666667,164.82
"Plantago lagopus","Plantago lagopus","Anemochorous","Anemochorous","",NA,NA,NA,NA,"Spike",NA,"Annual","C3",0.15,NA,"Abiotic","Wind","",0.000370666666666667,NA
"Plantago lanceolata","Plantago lanceolata","","","",0.3,0.2,NA,NA,"Spike",25.67,"Perennial","C3",0.9,0.278333333333333,"Abiotic","Wind","",0.00142481333333333,186.26
"Plantago major","Plantago major","Zoochorous","","",NA,NA,NA,NA,"Spike",156.725625,"Perennial","C3",0.8,0.265,"Abiotic","Wind","Wind",0.000203675,216.325
"Plantago major subsp. intermedia","Plantago major","Zoochorous","","",NA,NA,NA,NA,"Spike",156.725625,"Perennial","C3",0.8,0.265,"Abiotic","Wind","Wind",0.000203675,216.325
"Plantago major subsp. major","Plantago major","Zoochorous","","",NA,NA,NA,NA,"Spike",156.725625,"Perennial","C3",0.8,0.265,"Abiotic","Wind","Wind",0.000203675,216.325
"Plantago media","Plantago media","","","",NA,NA,NA,NA,"",48.27667,"Perennial","C3",0.7,0.172,"Biotic","Insect","",0.0003475,192.61
"Plantago monosperma","Plantago monosperma","","","",NA,NA,NA,NA,"",NA,"Perennial","",NA,NA,"","","",NA,NA
"Plantago weldenii","Plantago weldenii","","","",NA,NA,NA,NA,"",NA,"Annual","",0.2,NA,"","","",0.00012,NA
"Platycapnos spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa","Poa annua_Poa bulbosa_Poa chaixii_Poa compressa_Poa infirma_Poa nemoralis_Poa palustris_Poa pratensis_Poa trivialis","Anemochorous_Autochorous_Unspecialized","","",0.3125,0.225,NA,NA,"Panicle",3.11249428571429,"Annual_Perennial","C3",0.955555555555555,0.412148148148148,"Abiotic","Wind","Wind",0.00109551810846561,286.31375
"Poa annua","Poa annua","","","",0.3,0.2,NA,NA,"Panicle",1.38333,"Annual","C3",0.5,0.125,"Abiotic","Wind","",0.00028735,364.34
"Poa annua var. reptans","Poa annua","","","",0.3,0.2,NA,NA,"Panicle",1.38333,"Annual","C3",0.5,0.125,"Abiotic","Wind","",0.00028735,364.34
"Poa bulbosa","Poa bulbosa","Autochorous","","",0.35,0.25,NA,NA,"Panicle",0.1608,"Perennial","C3",0.6,0.213333333333333,"Abiotic","Wind","Wind",0.0010729375,210.9
"Poa bulbosa var. vivipara","Poa bulbosa","Autochorous","","",0.35,0.25,NA,NA,"Panicle",0.1608,"Perennial","C3",0.6,0.213333333333333,"Abiotic","Wind","Wind",0.0010729375,210.9
"Poa chaixii","Poa chaixii","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",1.5,0.675,"Abiotic","Wind","Wind",0.000782,206.6
"Poa compressa","Poa compressa","Unspecialized","","",NA,NA,NA,NA,"",1.7,"Perennial","C3",0.8,0.415,"Abiotic","Wind","Wind",0.000201866666666667,194.2
"Poa infirma","Poa infirma","","","",0.25,0.2,NA,NA,"Panicle",NA,"Annual","C3",0.3,0.1,"Abiotic","Wind","",0.000245,NA
"Poa nemoralis","Poa nemoralis","","","",NA,NA,NA,NA,"",5.365,"Perennial","C3",1.2,0.4,"Abiotic","Wind","Wind",8.62333333333333e-05,499
"Poa palustris","Poa palustris","Anemochorous","","",NA,NA,NA,NA,"",0.55,"Perennial","C3",1.5,0.772666666666667,"Abiotic","Wind","Wind",0.000187633333333333,292.78
"Poa pratensis","Poa pratensis","Unspecialized","","",0.35,0.25,NA,NA,"Panicle",10.25,"Perennial","C3",1.2,0.353333333333333,"Abiotic","Wind","Wind",0.00682161714285714,212.92
"Poa pratensis subsp. angustifolia","Poa pratensis","Unspecialized","","",0.35,0.25,NA,NA,"Panicle",10.25,"Perennial","C3",1.2,0.353333333333333,"Abiotic","Wind","Wind",0.00682161714285714,212.92
"Poa pratensis subsp. pratensis","Poa pratensis","Unspecialized","","",0.35,0.25,NA,NA,"Panicle",10.25,"Perennial","C3",1.2,0.353333333333333,"Abiotic","Wind","Wind",0.00682161714285714,212.92
"Poa trivialis","Poa trivialis","Unspecialized","","",NA,NA,NA,NA,"Panicle",2.37833,"Perennial","C3",1,0.655,"Abiotic","Wind","Wind",0.000175025,309.77
"Poa trivialis subsp. trivialis","Poa trivialis","Unspecialized","","",NA,NA,NA,NA,"Panicle",2.37833,"Perennial","C3",1,0.655,"Abiotic","Wind","Wind",0.000175025,309.77
"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Podospermum","Scorzonera calcitrapifolia_Scorzonera laciniata","Zoochorous","","Yellow",NA,NA,NA,NA,"",3.665,"Biennial","C3",0.575,0.26,"Biotic","Insect","",0.003167,183.45
