"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass_g_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Growth.form_BIEN","Plant.height_m_BIEN"
"Solanum nigrum","Solanum nigrum","",1272.5,25.225,NA,0.039173142,131.5,NA,"6",0.675642857142857,"4_herb_shrub",0.6
"Solanum seaforthianum","Solanum seaforthianum","",NA,NA,NA,NA,NA,NA,"",2.32,"Vine",NA
"Solanum subinerme","Solanum subinerme","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Solanum torvum","Solanum torvum","",NA,NA,NA,NA,NA,NA,"",1,"Shrub",NA
"Solanum violaceum","Solanum violaceum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Sonchus asper","Sonchus asper","Yellow",5327.992,24.1478616986667,NA,0.216369764,128.934851025,32.9,"6_7",0.255358714285714,"Forb_herb",0.70125
"Sonchus oleraceus","Sonchus oleraceus","",6731.2425,37.9652151821053,NA,0.341136191,123.87696,29.6838333333333,"6_7",0.303702928571429,"4_forb_herb",1.03409090909091
"Sopubia parviflora","Sopubia parviflora","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sorghum","Sorghum arundinaceum_Sorghum bicolor_Sorghum halepense","Brown_Yellow",11788.1868333333,20.7433,NA,0.3592215,2.895,20.9428571428571,"7",5.51462418300654,"Graminoid_herb_Grass_herb",0.902225
"Sorghum arundinaceum","Sorghum arundinaceum","",9823.947,NA,NA,0.377,NA,NA,"",0.761,"Graminoid_herb",NA
"Sorghum bicolor","Sorghum bicolor","Brown",13752.4266666667,20.7433,NA,0.341443,2.895,20.9428571428571,"",12.0867058823529,"Grass_herb",0.30445
"Sorghum halepense","Sorghum halepense","Yellow",NA,NA,NA,NA,NA,NA,"7",3.69616666666667,"Grass_herb",1.5
"Spathodea campanulata","Spathodea campanulata","",NA,30.27610625,NA,NA,NA,NA,"1",1.46704545454545,"Tree",12.305444433827
"Spergula arvensis","Spergula arvensis","",11.5,18.882222222,NA,0.0016935855,145,NA,"6",0.394736842105263,"Forb_herb",0.227777777777778
"Spermacoce","Spermacoce alata_Spermacoce chaetocephala_Spermacoce confusa_Spermacoce filifolia_Spermacoce pusilla_Spermacoce radiata_Spermacoce tenuior_Spermacoce verticillata","",NA,NA,NA,NA,NA,NA,"",NA,"Hemiepiphyte_herb_Herb_Herb_tree",NA
"Spermacoce alata","Spermacoce alata","",NA,NA,NA,NA,NA,NA,"",NA,"Hemiepiphyte_herb",NA
"Spermacoce chaetocephala","Spermacoce chaetocephala","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spermacoce confusa","Spermacoce confusa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spermacoce filifolia","Spermacoce filifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spermacoce intricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce pusilla","Spermacoce pusilla","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spermacoce radiata","Spermacoce radiata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spermacoce ruelliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce stachydea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce tenuior","Spermacoce tenuior","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spermacoce verticillata","Spermacoce verticillata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_tree",NA
"Sphaeranthus flexuosus","Sphaeranthus flexuosus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sphaeranthus senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeropteris cooperi","Sphaeropteris cooperi","",NA,27.1977414233333,11.758,NA,NA,25.6666666666667,"",NA,"Fern*_tree",NA
"Sphagneticola trilobata","Sphagneticola trilobata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sphenocentrum jollyanum","Sphenocentrum jollyanum","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_woody herb",NA
"Sphenoclea zeylanica","Sphenoclea zeylanica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spigelia anthelmia","Spigelia anthelmia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spilanthes","Spilanthes urens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spilanthes costata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes urens","Spilanthes urens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Spirodela polyrhiza","Spirodela polyrhiza","Green",19.45,29.81,NA,0.000658,NA,NA,"5",NA,"Aquatic_herb",0.0075
"Spondias mombin","Spondias mombin","White",2240,37.0844157894737,11.488,NA,310.3,18.8978272742857,"",1675.42170447619,"Tree",7.51667218934911
"Sporobolus","Sporobolus africanus_Sporobolus cordofanus_Sporobolus festivus_Sporobolus indicus_Sporobolus microprotus_Sporobolus paniculatus_Sporobolus pyramidalis_Sporobolus robustus","",1477.252,1.5018,NA,0.0625715,NA,14,"",0.141666666666667,"Grass_Grass_herb_Herb",0.5312
"Sporobolus africanus","Sporobolus africanus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",0.3384
"Sporobolus cordofanus","Sporobolus cordofanus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sporobolus festivus","Sporobolus festivus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sporobolus indicus","Sporobolus indicus","",1025.073,NA,NA,0.055131,NA,NA,"",0.141666666666667,"Grass_herb",NA
"Sporobolus microprotus","Sporobolus microprotus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sporobolus paniculatus","Sporobolus paniculatus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Sporobolus pyramidalis","Sporobolus pyramidalis","",1929.431,1.5018,NA,0.070012,NA,14,"",NA,"Grass_herb",0.724
"Sporobolus robustus","Sporobolus robustus","",NA,NA,NA,NA,NA,NA,"",NA,"Grass",NA
"Stachytarpheta cayennensis","Stachytarpheta cayennensis","",NA,NA,NA,NA,NA,NA,"",NA,"Forb_herb",NA
"Stachytarpheta indica","Stachytarpheta indica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stachytarpheta jamaicensis","Stachytarpheta jamaicensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stachytarpheta urticifolia","Stachytarpheta urticifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Steinchisma laxum","Steinchisma laxum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stellaria media","Stellaria media","",427.863266666667,51.3528864717647,NA,0.008746235,99.44599985,40.43831,"1_5_6",0.400453086956522,"Forb_herb",0.204737769230769
"Stemodia verticillata","Stemodia verticillata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stenotaphrum","Stenotaphrum dimidiatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stenotaphrum dimidiatum","Stenotaphrum dimidiatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stephania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephostachys mertensii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia setigera","Sterculia setigera","",NA,NA,NA,NA,NA,NA,"",343,"",NA
"Sterculia tragacantha","Sterculia tragacantha","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",7.66666666666667
"Stigmaphyllon sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga asiatica","Striga asiatica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_parasite_parasite*",NA
"Striga aspera","Striga aspera","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_parasite*",NA
"Striga hermonthica","Striga hermonthica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_parasite*",NA
"Strophanthus hispidus","Strophanthus hispidus","",NA,NA,NA,NA,NA,NA,"",NA,"Woody climber",NA
"Strophanthus sarmentosus","Strophanthus sarmentosus","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_woody climber",NA
"Struchium sparganophorum","Struchium sparganophorum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Strychnos spinosa","Strychnos spinosa","",NA,NA,NA,NA,NA,NA,"9",NA,"Shrub_tree*",NA
"Stylochaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton hypogeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton lancifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes","Stylosanthes erecta_Stylosanthes guianensis","",NA,NA,NA,NA,NA,NA,"",2.81666666666667,"Herb",NA
"Stylosanthes erecta","Stylosanthes erecta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Stylosanthes guianensis","Stylosanthes guianensis","",NA,NA,NA,NA,NA,NA,"",2.81666666666667,"Herb",NA
"Symphyotrichum squamatum","Symphyotrichum squamatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Synedrella nodiflora","Synedrella nodiflora","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Syzygium samarangense","Syzygium samarangense","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Tabebuia pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tacca leontopetaloides","Tacca leontopetaloides","",NA,NA,NA,NA,NA,NA,"",14.9,"Herb",NA
"Tagetes","Tagetes erecta","",NA,NA,NA,NA,NA,NA,"",3.695,"Herb",NA
"Tagetes erecta","Tagetes erecta","",NA,NA,NA,NA,NA,NA,"",3.695,"Herb",NA
"Talinum","Talinum fruticosum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Talinum fruticosum","Talinum fruticosum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Tamarindus indica","Tamarindus indica","Yellow",NA,NA,NA,NA,NA,NA,"11",724.632,"Tree",8.00501052631579
"Tamarix senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarenaya aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tectona grandis","Tectona grandis","",NA,NA,NA,NA,NA,13.2,"",696.373333333333,"Tree",NA
"Telosma africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia","Tephrosia bracteolata_Tephrosia purpurea_Tephrosia vogelii","",NA,NA,NA,NA,NA,NA,"",29.3675,"Herb_herb*_shrub_Herb_shrub_Shrub",NA
"Tephrosia bracteolata","Tephrosia bracteolata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Tephrosia elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia platycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia purpurea","Tephrosia purpurea","",NA,NA,NA,NA,NA,NA,"",18.425,"Herb_herb*_shrub",NA
"Tephrosia vogelii","Tephrosia vogelii","",NA,NA,NA,NA,NA,NA,"",40.31,"Shrub",NA
"Teramnus labialis","Teramnus labialis","",NA,NA,NA,NA,NA,NA,"",NA,"Climbing herb_twiner",NA
"Terminalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia leiocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia schimperiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetracera alnifolia","Tetracera alnifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_woody climber",NA
"Tetradenia riparia","Tetradenia riparia","",NA,NA,NA,NA,NA,NA,"7",NA,"Herb*_shrub",NA
"Tetragonia tetragonioides","Tetragonia tetragonioides","",NA,NA,NA,NA,NA,NA,"",1.6958054,"",NA
"Thalia geniculata","Thalia geniculata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Thaumatococcus daniellii","Thaumatococcus daniellii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Thelepogon elegans","Thelepogon elegans","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Themeda quadrivalvis","Themeda quadrivalvis","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Thunbergia fragrans","Thunbergia fragrans","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Thysanolaena latifolia","Thysanolaena latifolia","",116.94625,NA,NA,0.00428125,NA,NA,"",NA,"Grass_herb",NA
"Tilesia baccata","Tilesia baccata","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_shrub",NA
"Tithonia diversifolia","Tithonia diversifolia","",NA,NA,NA,NA,NA,NA,"4",NA,"Shrub",NA
"Torenia crustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia thouarsii","Torenia thouarsii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Tragia","Tragia benthamii_Tragia senegalensis_Tragia volubilis","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_Herb_Vine",NA
"Tragia benthamii","Tragia benthamii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Tragia senegalensis","Tragia senegalensis","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Tragia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia volubilis","Tragia volubilis","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Tragus","Tragus berteronianus_Tragus racemosus","",4592.83,2.1409,17.143,0.175526,NA,34.3,"6",0.28025,"Grass_herb_Herb",0.12175
"Tragus berteronianus","Tragus berteronianus","",NA,2.1409,17.143,NA,NA,34.3,"",0.22,"Herb",0.0785
"Tragus racemosus","Tragus racemosus","",4592.83,NA,NA,0.175526,NA,NA,"6",0.3405,"Grass_herb",0.165
"Trema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trianthema portulacastrum","Trianthema portulacastrum","",NA,NA,NA,NA,NA,NA,"",1.58,"Herb",NA
"Tribulus cistoides","Tribulus cistoides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Tribulus terrestris","Tribulus terrestris","",NA,NA,17.143,NA,NA,30.4333333333333,"",20.504125,"4_herb_liana",NA
"Trichanthecium glaucocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia martineaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia prieuriana","Trichilia prieuriana","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",6.16666666666667
"Trichodesma indicum","Trichodesma indicum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Trichodesma zeylanicum","Trichodesma zeylanicum","",NA,NA,NA,NA,NA,NA,"",NA,"4_herb",NA
"Triclicera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricliceras pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tridax procumbens","Tridax procumbens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Trifolium repens","Trifolium repens","White",321073.214144848,31.7824236215441,10.256,0.7593661831,167.038774585,42.916905,"5_6",0.524251348837209,"Forb_herb",0.131202595238095
"Trigastrotheca stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplochiton scleroxylon","Triplochiton scleroxylon","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",31.9163414634146
"Triplophyllum protensum","Triplophyllum protensum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Tristemma hirtum","Tristemma hirtum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Tristemma mauritianum","Tristemma mauritianum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Triumfetta","Triumfetta cordifolia_Triumfetta pentandra_Triumfetta rhomboidea","",NA,NA,NA,NA,NA,NA,"",2.055,"Herb_shrub_shrub*_Herb*_shrub_Shrub",NA
"Triumfetta cordifolia","Triumfetta cordifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb*_shrub",NA
"Triumfetta pentandra","Triumfetta pentandra","",NA,NA,NA,NA,NA,NA,"",1.81,"Herb_shrub_shrub*",NA
"Triumfetta rhomboidea","Triumfetta rhomboidea","",NA,NA,NA,NA,NA,NA,"",2.3,"Shrub",NA
"Tropaeolum majus","Tropaeolum majus","",6332.625,29.485,NA,0.272017,148.531,NA,"6",146.7,"Herb",0.898571428571429
"Turraea heterophylla","Turraea heterophylla","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Typha","Typha domingensis","",NA,NA,NA,NA,NA,NA,"",0.039,"Herb_reed",NA
"Typha domingensis","Typha domingensis","",NA,NA,NA,NA,NA,NA,"",0.039,"Herb_reed",NA
"Ulex europaeus","Ulex europaeus","",14.5,6.45583426547353,NA,0.00417,364.175454545455,32,"5_8",6.614712,"Shrub",1.18
"Uraria picta","Uraria picta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb*_shrub",NA
"Urena lobata","Urena lobata","",NA,NA,NA,NA,NA,NA,"",15.6,"Shrub",NA
"Urochloa","Urochloa arrecta_Urochloa deflexa_Urochloa dictyoneura_Urochloa distachyos_Urochloa fusca_Urochloa mutica_Urochloa reptans","Purple",NA,NA,NA,NA,NA,NA,"",3.3,"Aquatic_grass_herb_Grass_Grass_herb_Herb",NA
"Urochloa arrecta","Urochloa arrecta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Urochloa brizantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa comata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa deflexa","Urochloa deflexa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Urochloa dictyoneura","Urochloa dictyoneura","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Urochloa distachyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyos","Urochloa distachyos","",NA,NA,NA,NA,NA,NA,"",NA,"Grass",NA
"Urochloa eminii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa fusca","Urochloa fusca","",NA,NA,NA,NA,NA,NA,"",3.3,"Herb",NA
"Urochloa lata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa mutica","Urochloa mutica","Purple",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_grass_herb",NA
"Urochloa polystachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa reptans","Urochloa reptans","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Urochloa serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia","Utricularia stellaris","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic",NA
"Utricularia stellaris","Utricularia stellaris","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic",NA
"Uvaria afzelii","Uvaria afzelii","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Uvaria tortilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvariodendron occidentale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia farnesiana","Vachellia farnesiana","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Vachellia nilotica","Vachellia nilotica","",NA,NA,NA,NA,NA,NA,"9",NA,"",NA
"Vachellia seyal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia sieberiana","Vachellia sieberiana","",NA,NA,NA,NA,NA,NA,"9",NA,"",NA
"Vandellia diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varronia curassavica","Varronia curassavica","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Vepris verdoorniana","Vepris verdoorniana","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Verbascum thapsus","Verbascum thapsus","",21628.3333333333,16.9182175133333,NA,1.59528015066667,213.666666666667,NA,"7",0.0853846153846154,"Herb",0.84375
"Verbena brasiliensis","Verbena brasiliensis","",NA,NA,NA,NA,NA,NA,"",0.2,"Herb",NA
"Verbena officinalis","Verbena officinalis","",377.25,14.31,11.385,0.029944,236.402,NA,"7",0.40075,"4_herb_shrub*",0.36125
"Verbena rigida","Verbena rigida","",NA,NA,NA,NA,NA,NA,"",0.81,"Herb",NA
"Verbesina encelioides","Verbesina encelioides","Yellow",NA,NA,NA,NA,NA,NA,"",1.8,"Herb",NA
"Vernonia","Vernonia galamensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Vernonia chapmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia colorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia galamensis","Vernonia galamensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Vernoniastrum ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicia hirsuta","Vicia hirsuta","",291.4701,22.1287210711765,NA,0.010510959,237.460912,NA,"6",5.2492845,"Climber_creeper_forb_herb",0.324818181818182
"Vicia sativa","Vicia sativa","Purple",664.98142,27.5850878118584,NA,0.0248922741428571,368.242699901042,NA,"5",24.8787125,"Creeper_herb*_herbaceous climber*_liana",0.696686666666667
"Vicoa indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna","Vigna gracilis_Vigna luteola_Vigna racemosa_Vigna radiata_Vigna subterranea_Vigna umbellata_Vigna unguiculata_Vigna vexillata","Purple_Yellow",11196.85,14.8159,NA,NA,1.895,26.7,"",160.573514141414,"Climber_herb_Creeper_vine_Herb_Herb_liana_Herb_vine_Herbaceous climber_Tree_Twiner_vine",0.2105
"Vigna gracilis","Vigna gracilis","",NA,NA,NA,NA,NA,NA,"",NA,"Herbaceous climber",NA
"Vigna luteola","Vigna luteola","",NA,NA,NA,NA,NA,NA,"",24.6,"Herb_vine",NA
"Vigna racemosa","Vigna racemosa","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Vigna radiata","Vigna radiata","Yellow",NA,NA,NA,NA,NA,NA,"",36.9213888888889,"Climber_herb",NA
"Vigna reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna subterranea","Vigna subterranea","",NA,NA,NA,NA,NA,NA,"",585,"Herb",NA
"Vigna umbellata","Vigna umbellata","",NA,NA,NA,NA,NA,NA,"",NA,"Twiner_vine",NA
"Vigna unguiculata","Vigna unguiculata","Purple",11196.85,14.8159,NA,NA,1.895,26.7,"",146.470181818182,"Herb_liana",0.2105
"Vigna vexillata","Vigna vexillata","",NA,NA,NA,NA,NA,NA,"",9.876,"Creeper_vine",NA
"Vincetoxicum sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitellaria paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex","Vitex doniana_Vitex oxycuspis_Vitex trifolia","",NA,NA,NA,NA,NA,NA,"8",776.3,"Shrub_Shrub_tree",NA
"Vitex doniana","Vitex doniana","",NA,NA,NA,NA,NA,NA,"",776.3,"Shrub_tree",NA
"Vitex oxycuspis","Vitex oxycuspis","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Vitex trifolia","Vitex trifolia","",NA,NA,NA,NA,NA,NA,"8",NA,"Shrub_tree",NA
"Voacanga africana","Voacanga africana","",NA,NA,NA,NA,NA,NA,"11",NA,"Shrub_tree",4
"Waltheria indica","Waltheria indica","",NA,13.61,10.734,NA,NA,26.1109752,"",1.03,"Herb_shrub_sub-shrub_woody herb",NA
"Wissadula amplissima","Wissadula amplissima","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Withania somnifera","Withania somnifera","",NA,NA,NA,NA,NA,NA,"",NA,"Herb*_shrub",NA
"Xanthium strumarium","Xanthium strumarium","",3515.2721524,20.1728618285714,17.143,0.1440169675,200.190833333333,33.7142857142857,"7_8",92.4235294117647,"4_herb",0.542857142857143
"Xanthosoma sagittifolium","Xanthosoma sagittifolium","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_tree",NA
"Xenostegia medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia tridentata","Xenostegia tridentata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Xyris savanensis","Xyris savanensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Youngia japonica","Youngia japonica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Zaleya pentandra","Zaleya pentandra","",NA,NA,NA,NA,NA,NA,"",NA,"Forb_herb",NA
"Zantedeschia aethiopica","Zantedeschia aethiopica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Zanthoxylum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zea mays","Zea mays","Yellow",10771.9724242424,37.271695,NA,0.63631037037037,72.4838888888889,15.65,"",246.886710526316,"Herb",0.609034285714286
"Zehneria capillacea","Zehneria capillacea","",NA,NA,NA,NA,NA,NA,"",NA,"Herbaceous climber",NA
"Zehneria emirnensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria thwaitesii","Zehneria thwaitesii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ziziphus","Ziziphus mauritiana","",NA,NA,NA,NA,NA,NA,"7",1538,"Shrub_tree",5.27304
"Ziziphus mauritiana","Ziziphus mauritiana","",NA,NA,NA,NA,NA,NA,"7",1538,"Shrub_tree",5.27304
